Probeset_ID	Gene_Title	Gene_Symbol	ENTREZ_GENE_ID	RefSeq_Transcript_ID
1370012_at	prostaglandin I2 (prostacyclin) synthase	Ptgis	25527	NM_031557
1370013_at	cyclic nucleotide gated channel alpha 1	Cnga1	85259	NM_053497
1370014_at	syntaxin 4	Stx4	81803	NM_031125
1370015_at	G protein-coupled receptor kinase interacting ArfGAP 1	Git1	83709	NM_031814
1370016_at	NEL-like 2 (chicken)	Nell2	81734	NM_031070
1370017_at	emerin	Emd	25437	NM_012948
1370018_at	heat shock protein beta 2	Hspb2	161476	NM_130431
1370019_at	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	Sult1a1	83783	NM_031834
1370020_at	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10	Slc25a10	170943	NM_133418
1370021_at	rhodopsin	Rho	24717	NM_033441
1370022_at	transition protein 2	Tnp2	24840	NM_017057
1370023_at	gap junction protein, alpha 4	Gja4	25655	NM_021654
1370024_at	fatty acid binding protein 7, brain	Fabp7	80841	NM_030832
1370025_at	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma	Pip4k2c	140607	NM_080480
1370026_at	crystallin, alpha B	Cryab	25420	NM_012935
10307004082676_ a/_/a te n d o p e p t i d a s e   i n h i b i t o r   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 4 8 6 7   / /   s e r i n e - t y p e   e n d o p e p t i d a s e   i n h i b i t o r   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 3 0 4 1 4   / /   p e p t i d a s e   i n h i b i t o r   a c t i v i t y   / /   t r a c e a b l e   a u t h o r   s t a t e m e n t   / / /   0 0 3 0 4 1 4   / /   p e p t i d a s e   i n h i b i t o r   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	alpha-1-inhibitor III /// murinoglobulin 1	A1i3 /// Mug1	297568	/// 497794
1370028_at	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Ace	24310	NM_012544
1370029_at	C-terminal binding protein 1	Ctbp1	29382	NM_019201
1370030_at	glutamate cysteine ligase, modifier subunit	Gclm	29739	NM_017305
1370031_at	golgi SNAP receptor complex member 2	Gosr2	64154	NM_031685
1370032_at	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	Slc9a3r1	59114	NM_021594
1370033_at	myosin, light polypeptide 1	Myl1	56781	NM_001077656 /// NM_020104
1370034_at	cell division cycle 25 homolog B (S. pombe)	Cdc25b	171103	NM_133572
1370035_at	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	Kras	24525	NM_031515
1370036_at	sulfite oxidase	Suox	81805	NM_031127
1370037_at	fibrillin 2	Fbn2	689008	NM_031826
1370038_at	neuropeptide VF precursor	Npvf	60570	NM_023952
1370039_at	protamine 2	Prm2	25345	NM_012873
1370040_at	8-oxoguanine DNA glycosylase	Ogg1	81528	NM_030870
1370041_at	stathmin-like 2	Stmn2	84510	NM_053440
1370042_at	stathmin-like 2	Stmn2	84510	NM_053440
1370043_at	activated leukocyte cell adhesion molecule	Alcam	79559	NM_031753
1370044_at	Fas apoptotic inhibitory molecule	Faim	140930	NM_080895
1370045_at	polymerase (DNA directed), gamma	Polg	85472	NM_053528
1370046_at			NaN	
1370047_at	ectonucleotide pyrophosphatase/phosphodiesterase 1	Enpp1	85496	NM_053535
1370048_at	lysophosphatidic acid receptor 1	Lpar1	116744	NM_053936
1370049_at	sphingomyelin phosphodiesterase 2, neutral	Smpd2	83537	NM_031360
1370050_at	ATPase, Ca++ transporting, plasma membrane 1	Atp2b1	29598	NM_053311
1370051_at	transglutaminase 1, K polypeptide	Tgm1	60335	NM_031659
1370052_at	3-phosphoinositide dependent protein kinase-1	Pdpk1	81745	NM_031081
1370053_at	Discs, large (Drosophila) homolog-associated protein 1	Dlgap1	65040	NM_022946
1370054_at	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	Cdkn2c	54238	NM_131902
1370055_at	RAB3D, member RAS oncogene family	Rab3d	140665	NM_080580
1370056_at	Ly6-C antigen	Ly6c	56778	NM_020103
1370057_at	cysteine and glycine-rich protein 1	Csrp1	29276	NM_017148
1370058_at	neurofilament, light polypeptide	Nefl	83613	NM_031783
1370059_at	neurofilament, light polypeptide	Nefl	83613	NM_031783
1370060_at	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	Slc25a11	64201	NM_022398
1370061_at	RAB3B, member RAS oncogene family	Rab3b	81755	NM_031091
1370062_at	HIG1 hypoxia inducible domain family, member 1A	Higd1a	140937	NM_080902
1370063_at	nuclear receptor subfamily 2, group F, member 2	Nr2f2	113984	NM_080778
			NaN	
1370065_at	hemopexin	Hpx	58917	NM_053318
1370066_at	Kelch-like ECH-associated protein 1	Keap1	117519	NM_057152
1370067_at	malic enzyme 1, NADP(+)-dependent, cytosolic	Me1	24552	NM_012600
1370068_at	phospholipase A2, group V	Pla2g5	29354	NM_017174
1370069_at	solute carrier family 12 (potassium-chloride transporter), member 5	Slc12a5	171373	NM_134363
1370070_at	synaptojanin 1	Synj1	85238	NM_053476
			NaN	
1370072_at	membrane metallo endopeptidase	Mme	24590	NM_012608
1370073_at	DnaJ (Hsp40) homolog, subfamily C, member 3	Dnajc3	63880	NM_022232
1370074_at	BAI1-associated protein 2	Baiap2	117542	NM_057196
1370075_at	dihydrofolate reductase	Dhfr	24312	NM_130400
1370076_at	potassium inwardly-rectifying channel, subfamily J, member 16	Kcnj16	29719	NM_053314
			NaN	
1370078_at	lin-7 homolog b (C. elegans)	Lin7b	60377	NM_021758
1370079_at	Rh blood group, D antigen	Rhd	60414	NM_022505
			NaN	
			NaN	
			NaN	
1370083_at	chemokine (C-C motif) receptor 1	Ccr1	57301	NM_020542
1370084_at	carboxypeptidase B1 (tissue)	Cpb1	24271	NM_012533
1370085_at	RAS p21 protein activator (GTPase activating protein) 1	Rasa1	25676	NM_013135
1370086_at	fibrinogen gamma chain	Fgg	24367	NM_012559
1370087_at	RAB2A, member RAS oncogene family	Rab2a	65158	NM_031718
1370088_at	sperm autoantigenic protein 17	Spa17	85244	NM_053482
1370089_at	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha	Ppargc1a	83516	NM_031347
1370090_at	lymphocyte cytosolic protein 2	Lcp2	155918	NM_130421
1370091_at	guanine nucleotide binding protein, alpha q polypeptide	Gnaq	81666	NM_031036
1370092_at	MAS1 oncogene	Mas1	25153	NM_012757
1370093_at	5-hydroxytryptamine (serotonin) receptor 1F	Htr1f	60448	NM_021857
1370094_at	acrosomal vesicle protein 1	Acrv1	60353	NM_021747
1370095_at	leukotriene B4 receptor	Ltb4r	59264	NM_021656
1370096_at	perforin 1 (pore forming protein)	Prf1	50669	NM_017330
1370097_a_at	chemokine (C-X-C motif) receptor 4	Cxcr4	60628	NM_022205
1370098_at	vesicle-associated membrane protein 7	Vamp7	85491	NM_053531
1370099_at	F-box and leucine-rich repeat protein 20	Fbxl20	64039	NM_022272
1370100_at	phosphoinositide-3-kinase, regulatory subunit 2 (beta)	Pik3r2	29741	NM_022185
1370101_at	cone-rod homeobox	Crx	60446	NM_021855
10307005120126_ a/t/   i o n   c h a n n e l   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 6   / /   c a l m o d u l i n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 6   / /   c a l m o d u l i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 1 5 2 6 9   / /   c a l c i u m - a c t i v a t e d   p o t a s s i u m   c h a n n e l   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 1 6 2 8 6   / /   s m a l l   c o n d u c t a n c e   c a l c i u m - a c t i v a t e d   p o t a s s i u m   c h a n n e l   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1 /// potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1-like	Kcnn1 /// LOC100360811	100360811	/// 54261
1370103_at	hyperpolarization-activated cyclic nucleotide-gated potassium channel 1	Hcn1	84390	NM_053375
1370104_at	phosphodiesterase 6H, cGMP-specific, cone, gamma	Pde6h	114248	NM_053688
1370105_at	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	Lfng	170905	NM_133393
1370106_at	fibroblast growth factor 18	Fgf18	29369	NM_019199
1370107_at	chymotrypsin-like	Ctrl	117184	NM_054009
1370108_a_at	lin-7 homolog a (C. elegans)	Lin7a	85327	NM_053514
10307000110696_ s/_/a tn u c l e o t i d e   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 3 7 4 6   / /   t r a n s l a t i o n   e l o n g a t i o n   f a c t o r   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 3 9 2 4   / /   G T P a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 2 5   / /   G T P   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	eukaryotic translation elongation factor 1 alpha 1 /// eukaryotic translation elongation factor 1 alpha 2 /// eukaryotic translation elongation factor 1 alpha 1-like	Eef1a1 /// LOC100360150 /// LOC100360413	100360150	/// 100360413 /// 171361
1370110_at	potassium channel, subfamily K, member 4	Kcnk4	116489	NM_053804
1370111_at	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	Kcnn2	54262	NM_019314
			NaN	
1370113_at	baculoviral IAP repeat-containing 3	Birc3	78971	NM_023987
			NaN	
1370115_at	solute carrier family 7, (neutral amino acid transporter, y+ system) member 10	Slc7a10	114518	NM_053726
1370116_at	septin 3	Sept3	56003	NM_019375
1370117_at	fibroblast growth factor 8	Fgf8	29349	NM_133286
1370118_at	chemokine (C-C motif) ligand 17	Ccl17	117518	NM_057151
1370119_at	leukocyte specific transcript 1	Lst1	64569	NM_022634
1370120_at	follistatin-like 3 (secreted glycoprotein)	Fstl3	114031	NM_053629
1370121_at	adducin 1 (alpha)	Add1	24170	NM_016990
10307000112626_ a/t/   n u c l e o t i d e   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 3 9 2 4   / /   G T P a s e   a c t i v i t y   / /   n o t   r e c o r d e d   / / /   0 0 0 3 9 2 4   / /   G T P a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   s e q u e n c e   o r   s t r u c t u r a l   s i m i l a r i t y   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 2 5   / /   G T P   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 2 5   / /   G T P   b i n d i n g   / /   i n f e r r e d   f r o m   s e q u e n c e   o r   s t r u c t u r a l   s i m i l a r i t y   / / /   0 0 0 5 5 2 5   / /   G T P   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	ras-related protein Rab-27B-like /// RAB27B, member RAS oncogene family	LOC363410 /// Rab27b	363410	/// 84590
1370123_a_at	cortactin	Cttn	60465	NM_021868
1370124_at	metallothionein 3	Mt3	117038	NM_053968
1370125_at	hyaluronan and proteoglycan link protein 1	Hapln1	29331	NM_019189
1370126_at	protease, serine, 2	Prss2	25052	NM_012729
1370127_at	polymerase (DNA directed), delta 1, catalytic subunit	Pold1	59294	NM_021662
1370128_at	heart and neural crest derivatives expressed 1	Hand1	59112	NM_021592
1370129_at	meningioma expressed antigen 5 (hyaluronidase)	Mgea5	154968	NM_131904
			NaN	
			NaN	
1370132_at	FK506 binding protein 1b	Fkbp1b	58950	NM_022675
1370133_at	regulator of G-protein signaling 19	Rgs19	59293	NM_021661
1370134_at	solute carrier family 33 (acetyl-CoA transporter), member 1	Slc33a1	64018	NM_022252
10307000113459_ a/t/   S N A R E   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   p h y s i c a l   i n t e r a c t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 1 9 9 0 5   / /   s y n t a x i n   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 3 1 7 4 8   / /   D 1   d o p a m i n e   r e c e p t o r   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 3 1 7 4 8   / /   D 1   d o p a m i n e   r e c e p t o r   b i n d i n g   / /   i n f e r r e d   f r o m   s e q u e n c e   o r   s t r u c t u r a l   s i m i l a r i t y   / / /   0 0 3 1 7 4 8   / /   D 1   d o p a m i n e   r e c e p t o r   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 4 2 8 0 3   / /   p r o t e i n   h o m o d i m e r i z a t i o n   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 4 2 8 0 3   / /   p r o t e i n   h o m o d i m e r i z a t i o n   a c t i v i t y   / /   n o t   r e c o r d e d   / / /   0 0 5 1 2 1 9   / /   p h o s p h o p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   p h y s i c a l   i n t e r a c t i o n	caveolin 2 /// caveolin 2-like	Cav2 /// LOC100362824	100362824	/// 363425
1370136_at	lamin B receptor	Lbr	89789	NM_134453
1370137_at	alkylglycerone phosphate synthase	Agps	84114	NM_053350
			NaN	
1370139_a_at	transient receptor potential cation channel, subfamily C, member 6	Trpc6	89823	NM_053559
1370140_a_at	paired box 4	Pax4	83630	NM_031799
1370141_at			NaN	
1370142_at	reproductive homeobox 5	Rhox5	24631	NM_022175
			NaN	
10307000114646_ a/t/   n u c l e o t i d e   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 3 9 2 4   / /   G T P a s e   a c t i v i t y   / /   n o t   r e c o r d e d   / / /   0 0 0 3 9 2 4   / /   G T P a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   s e q u e n c e   o r   s t r u c t u r a l   s i m i l a r i t y   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 2 5   / /   G T P   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 2 5   / /   G T P   b i n d i n g   / /   i n f e r r e d   f r o m   s e q u e n c e   o r   s t r u c t u r a l   s i m i l a r i t y   / / /   0 0 0 5 5 2 5   / /   G T P   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	GTP binding protein 4 /// similar to Nucleolar GTP-binding protein 1 (Chronic renal failure gene protein) (GTP-binding protein NGB) /// similar to Nucleolar GTP-binding protein 1 (Chronic renal failure gene protein) (GTP-binding protein NGB) /// similar to GTP-binding protein NGB	Gtpbp4 /// LOC689822 /// LOC689842 /// RGD1563564	114300	/// 498786 /// 689822 /// 689842
1370145_at	zinc finger protein 354C	Zfp354c	78972	NM_023988
1370146_at	glycine receptor, beta	Glrb	25456	NM_053296
1370147_at	aminocarboxymuconate semialdehyde decarboxylase	Acmsd	171385	NM_134372
1370148_at	haptoglobin	Hp	24464	NM_012582
1370149_at	asialoglycoprotein receptor 1	Asgr1	24210	NM_012503
1370150_a_at	thyroid hormone responsive	Thrsp	25357	NM_012703
1370151_at	carbamoyl-phosphate synthetase 1	Cps1	497840	NM_017072
1370152_at	glycoprotein V (platelet)	Gp5	25259	NM_012795
1370153_at	growth differentiation factor 15	Gdf15	29455	NM_019216
1370154_at	lysozyme 2	Lyz2	25211	NM_012771
1370155_at	collagen, type I, alpha 2	Col1a2	84352	NM_053356
1370156_at	prion protein	Prnp	24686	NM_012631
1370157_at	phospholamban	Pln	64672	NM_022707
1370158_at	myosin, heavy chain 10, non-muscle	Myh10	79433	NM_031520
1370159_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	Smarcd2	83833	NM_031983
1370160_at	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	Xpnpep1	170751	NM_131913
1370161_at	coiled-coil domain containing 80	Ccdc80	64387	NM_022543
1370162_at	protein phosphatase 4, regulatory subunit 1	Ppp4r1	140943	NM_080907
1370163_at	ornithine decarboxylase 1	Odc1	24609	NM_012615
1370164_at	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit	Hadha	170670	NM_130826
1370165_at	small muscle protein, X-linked	Smpx	84416	NM_053395
1370166_at	syndecan 2	Sdc2	25615	NM_013082
1370167_at	syndecan 2	Sdc2	25615	NM_013082
1370168_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide	Ywhaq	25577	NM_013053
10307003166796_ a/t/   n u c l e i c   a c i d   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 3 6 7 7   / /   D N A   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 3 7 2 3   / /   R N A   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d	cold shock domain containing E1, RNA binding /// cold shock domain containing E1, RNA binding-like	Csde1 /// LOC100362464	100362464	/// 117180
1370170_at	heterogeneous nuclear ribonucleoprotein U	Hnrnpu	117280	NM_057139
1370171_at	heterogeneous nuclear ribonucleoprotein U	Hnrnpu	117280	NM_057139
			NaN	
			NaN	
1370174_at	protein phosphatase 1, regulatory (inhibitor) subunit 15A	Ppp1r15a	171071	NM_133546
1370175_a_at	zinc finger protein 384	Zfp384	171018	NM_001034830 /// NM_001034831 /// NM_133429
1370176_at	trafficking protein, kinesin binding 2	Trak2	171086	NM_133560
1370177_at	poliovirus receptor	PVR	25066	NM_017076
1370178_at	calcium channel, voltage-dependent, beta 2 subunit	Cacnb2	116600	NM_053851
1370179_at	dynein light chain roadblock-type 1	Dynlrb1	170714	NM_131910
1370180_at	nudix (nucleoside diphosphate linked moiety X)-type motif 4	Nudt4	94267	NM_053598
1370181_at	RAB4A, member RAS oncogene family	Rab4a	25532	NM_013019
1370182_at	protein tyrosine phosphatase, receptor type, N polypeptide 2	Ptprn2	29714	NM_031600
1370183_at	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	Dyrk1a	25255	NM_012791
1370184_at	cofilin 1, non-muscle	Cfl1	29271	NM_017147
1370185_at	contactin associated protein 1	Cntnap1	84008	NM_032061
1370186_at	proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)	Psmb9	24967	NM_012708
1370187_at	propionyl coenzyme A carboxylase, beta polypeptide	Pccb	24624	NM_017030
1370188_at	transformer 2 beta homolog (Drosophila)	Tra2b	117259	NM_057119
1370189_at	transformer 2 beta homolog (Drosophila)	Tra2b	117259	NM_057119
1370190_at	H3 histone, family 3B	H3f3b	117056	NM_053985
1370191_at	antizyme inhibitor 1	Azin1	58961	NM_022585
1370192_at	syntaxin 12	Stx12	65033	NM_022939
1370193_at	protein tyrosine phosphatase 4a1	Ptp4a1	29463	NM_031579
1370194_at	synaptosomal-associated protein 23	Snap23	64630	NM_022689
1370195_at	synaptosomal-associated protein 23	Snap23	64630	NM_022689
1370196_at	protein inhibitor of activated STAT, 3	Pias3	83614	NM_031784
1370197_a_at	protein kinase C, zeta	Prkcz	25522	NM_022507
1370198_at	triadin	Trdn	59299	NM_021666
1370199_at	nucleobindin 1	Nucb1	84595	NM_053463
1370200_at	glutamate dehydrogenase 1	Glud1	24399	NM_012570
1370201_at	calbindin 1	Calb1	83839	NM_031984
1370202_at	phospholipase A2, group XVI	Pla2g16	24913	NM_017060
1370203_at			NaN	
1370204_at	post-GPI attachment to proteins 2	Pgap2	116675	NM_053895
1370205_at	solute carrier organic anion transporter family, member 1c1	Slco1c1	84511	NM_053441
1370206_at	amiloride-sensitive cation channel 4, pituitary	Accn4	63882	NM_022234
1370207_at	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)	Atp5g2	171082	NM_133556
			NaN	
1370209_at	Kruppel-like factor 9	Klf9	117560	NM_057211
1370210_at	transmembrane protein 158	Tmem158	117582	NM_057212
1370211_at	neurogranin	Nrgn	64356	NM_024140
1370212_at	homer homolog 3 (Drosophila)	Homer3	29548	NM_053310
1370213_at	Y box binding protein 1	Ybx1	500538	NM_031563
1370214_at	parvalbumin	Pvalb	25269	NM_022499
1370215_at	complement component 1, q subcomponent, B chain	C1qb	29687	NM_019262
1370216_at	discoidin domain receptor tyrosine kinase 1	Ddr1	25678	NM_001166022 /// NM_013137
1370217_at	discoidin domain receptor tyrosine kinase 1	Ddr1	25678	NM_001166022 /// NM_013137
1370218_at	lactate dehydrogenase B	Ldhb	24534	NM_012595
1370219_at	cytochrome b-245, alpha polypeptide	Cyba	79129	NM_024160
1370220_at	serine carboxypeptidase 1	Scpep1	114861	NM_133383
1370221_at	WNT1 inducible signaling pathway protein 1	Wisp1	65154	NM_031716
1370222_at	paired-like homeodomain 3	Pitx3	29609	NM_019247
1370223_at	ADP-ribosylation factor related protein 1	Arfrp1	117051	NM_053980
1370224_at	signal transducer and activator of transcription 3	Stat3	25125	NM_012747
1370225_at	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4	Cited4	114491	NM_053699
1370226_at	cystatin B (stefin B)	Cstb	25308	NM_012838
1370227_at	prolactin family 8, subfamily a, member 7	Prl8a7	64368	NM_022537
1370228_at	transferrin	Tf	24825	NM_001013110
1370229_at	N-myc downstream regulated gene 4	Ndrg4	64457	NM_031967
1370230_at	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6	Atp5j	94271	NM_053602
1370231_at	general transcription factor IIIC, polypeptide 1, alpha	Gtf3c1	171063	NM_133541
1370232_at	isovaleryl coenzyme A dehydrogenase	Ivd	24513	NM_012592
1370233_at	fibroblast growth factor 12	Fgf12	170630	NM_130814
1370234_at	fibronectin 1	Fn1	25661	NM_019143
1370235_at	diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)	Dbi	25045	NM_031853
1370236_at	palmitoyl-protein thioesterase 1	Ppt1	29411	NM_022502
1370237_at	hydroxyacyl-Coenzyme A dehydrogenase	Hadh	113965	NM_057186
1370238_at	up-regulated during skeletal muscle growth 5 homolog (mouse)	Usmg5	171069	NM_133544
10307001253490_ a/t/   b e t a - a m y l o i d   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 0 5 3 4 4   / /   o x y g e n   t r a n s p o r t e r   a c t i v i t y   / /   i n f e r r e d   b y   c u r a t o r   / / /   0 0 0 5 3 4 4   / /   o x y g e n   t r a n s p o r t e r   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 0 6   / /   i r o n   i o n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   p h y s i c a l   i n t e r a c t i o n   / / /   0 0 1 9 8 2 5   / /   o x y g e n   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 1 9 8 2 5   / /   o x y g e n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 2 0 0 3 7   / /   h e m e   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 2 0 0 3 7   / /   h e m e   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 4 3 1 7 7   / /   o r g a n i c   a c i d   b i n d i n g   / /   i n f e r r e d   f r o m   p h y s i c a l   i n t e r a c t i o n   / / /   0 0 4 6 8 7 2   / /   m e t a l   i o n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	hemoglobin alpha, adult chain 2 /// hemoglobin alpha 2 chain	Hba-a2 /// LOC360504	25632	/// 360504
10307001254400_ x/_/a tb e t a - a m y l o i d   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 0 5 3 4 4   / /   o x y g e n   t r a n s p o r t e r   a c t i v i t y   / /   i n f e r r e d   b y   c u r a t o r   / / /   0 0 0 5 3 4 4   / /   o x y g e n   t r a n s p o r t e r   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 0 6   / /   i r o n   i o n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   p h y s i c a l   i n t e r a c t i o n   / / /   0 0 1 9 8 2 5   / /   o x y g e n   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 1 9 8 2 5   / /   o x y g e n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 2 0 0 3 7   / /   h e m e   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 2 0 0 3 7   / /   h e m e   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 4 3 1 7 7   / /   o r g a n i c   a c i d   b i n d i n g   / /   i n f e r r e d   f r o m   p h y s i c a l   i n t e r a c t i o n   / / /   0 0 4 6 8 7 2   / /   m e t a l   i o n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	hemoglobin alpha, adult chain 2 /// hemoglobin alpha 2 chain	Hba-a2 /// LOC360504	25632	/// 360504
