	GSM495209	GSM495210	GSM495211	GSM495212	GSM495213	GSM495214	GSM495215	GSM495216	GSM495217
1373259_at	4.273034151	4.347273957	4.112373779	3.737075618	3.730308851	3.396685436	3.625650169	3.737714637	3.59134352
1373260_at	7.048598793	6.858003906	6.635645068	7.38468472	7.408568204	7.379909941	6.940624397	6.95003416	7.022525816
1373261_at	5.918246366	5.843081337	5.965038742	4.941181002	4.910237121	5.164355556	4.719216704	4.594720104	4.974485757
1373262_at	5.67363053	6.06703283	6.118409481	5.606924541	5.43798562	5.47909005	7.967751481	7.925566951	8.073930757
1373263_at	7.776407445	7.957949484	8.028245126	7.556200986	7.756985807	7.62349541	7.616717556	7.482810777	7.514862252
1373264_at	6.90928223	6.438759389	6.928083138	5.936172241	5.921512941	5.865209629	6.690024478	6.382624477	6.555665829
1373265_at	5.739592025	5.753005859	5.660393286	7.738710493	7.822298231	7.718848168	6.650387656	6.725574861	6.758565302
1373266_at	4.122861652	3.886037821	4.088288094	10.87302861	10.85429544	10.91219615	5.856827862	5.780440329	5.86659941
1373267_at	6.502492514	6.54876578	6.607559135	5.506183092	5.80594997	5.40550946	6.984859751	7.050623432	6.941491392
1373268_at	6.659959828	6.73747386	6.948527755	8.328688638	8.27655365	8.324297255	8.432172409	8.29435337	8.334547538
1373269_at	7.659380296	7.715760826	7.724175631	10.07334513	9.957044017	10.10614441	7.429551371	7.533133469	7.500524585
1373270_at	7.774328535	7.77332548	7.710030204	8.418885799	8.405368053	8.528315938	9.224265516	9.304452265	9.283832444
1373271_at	7.93258699	8.132306636	8.003625334	7.403350122	7.410517396	7.514765974	7.4371335	7.344133121	7.43186151
1373272_at	6.88091498	6.917049733	6.862104131	8.106893974	8.13982181	8.366013368	7.765338351	7.832303774	7.807143483
1373273_at	7.267664449	7.148854414	7.197418299	7.755661683	7.590793041	7.685300542	8.111384532	8.106547603	8.257823871
1373274_at	6.901933556	6.932869168	6.872074239	7.062980884	6.687549223	7.066594517	7.165817501	7.185151584	7.235450012
1373275_at	2.913929721	2.886559281	2.97451233	2.537295905	2.681832795	2.611005507	2.617708153	2.659821241	2.575977008
1373276_at	3.015620389	2.780409813	2.947868612	2.582277889	2.637729354	2.512157844	2.793859814	2.68089235	2.602477256
1373277_at	9.415128678	9.402669502	9.394416541	9.782949322	9.782819464	9.768294654	8.946736529	9.071948144	9.038706179
1373278_at	6.99188401	6.828383562	6.99787091	7.692690943	7.698279259	7.789737511	7.693664316	7.662235242	7.655491778
1373279_at	6.347739065	6.754418772	6.595643027	8.123174917	8.271870771	8.154604699	7.075936218	7.146952905	7.204032244
1373280_at	8.214289697	8.25020764	8.244261714	8.380537599	8.410689224	8.335003394	8.85958969	8.902583964	8.906995196
1373281_at	7.516389604	7.719403271	7.853099948	5.742441496	5.91985109	6.03332113	6.542629332	5.924403133	6.060427741
1373282_at	7.246811726	7.12011621	6.948527755	8.050060748	8.205478751	8.156054845	7.549449961	7.558275095	7.389775155
1373283_at	7.022429045	6.617408	6.785147469	6.188750039	6.046905729	5.995927228	8.229457126	8.305418732	8.372966585
1373284_at	7.03031053	7.014326521	7.190402814	6.94639326	6.992629338	6.980560546	9.134083806	9.125940384	8.999068081
1373285_at	7.078535751	7.196463165	6.798086679	8.539299561	8.520766184	8.517024009	8.466660751	8.272943771	8.466572867
1373286_at	4.218446429	4.572998538	4.183985371	4.175722443	4.27608256	4.031448522	7.021261656	7.058778015	7.242805362
1373287_at	8.01513664	7.920111786	7.821306896	4.631167746	4.613971137	4.806337228	5.82526603	6.024353019	5.845381581
1373288_at	7.004321971	6.91285234	6.835644456	6.761871976	6.749179364	6.780321283	8.191332811	8.298546773	8.336912823
1373289_at	8.773140843	8.841475542	8.723428144	8.851951181	8.918569076	8.965195186	8.196875881	8.21519739	8.121204013
1373290_at	5.240207188	5.52166319	5.340366032	4.830372895	5.020733461	5.233505924	6.770413147	6.807723208	6.746050531
1373291_at	8.368155613	8.39090463	8.433446997	7.84122508	7.75220685	7.801377133	9.656430115	9.696576438	9.68326585
1373292_at	6.801077866	6.742412021	6.546370676	6.566459712	6.639036127	6.681219499	6.869488776	6.982094321	6.835020989
1373293_at	7.050197189	7.12220111	7.069437521	6.760301428	6.752119902	6.890082071	7.061777476	6.820352435	7.05404421
1373294_at	8.528877146	8.505604162	8.465430175	9.296345796	9.157586841	9.27645795	9.132516426	9.161181249	9.262799205
1373295_at	7.191386487	7.221808193	7.083788622	6.685245611	6.507055575	6.437017766	7.649204108	7.480528125	7.602746806
1373296_a_at	6.722992635	6.864408962	6.97112868	6.622778069	6.803589987	6.674588391	6.751304756	6.664510618	6.578616535
1373297_at	4.411966355	4.540398135	4.640628714	5.727847803	5.583493593	5.488886413	4.629326806	4.580427152	4.330575575
1373298_at	5.579471949	5.512848246	5.381427199	7.225624727	7.217852413	7.186312645	6.54843838	6.266144686	6.484315073
1373299_at	9.205463215	9.071557683	9.032559218	8.488049453	8.535623839	8.459209428	8.864457185	8.834927096	8.952255627
1373300_at	6.408475875	5.903436973	6.285761411	7.797953817	7.870579391	7.584779394	6.543489229	6.727731091	6.636364502
1373301_at	5.668502398	6.338201781	5.715802671	7.586736029	7.547504665	7.548006975	7.407867916	7.338916762	7.453765721
1373302_at	6.948644311	6.93182021	6.756318709	6.63169186	6.511794678	6.663222178	10.82074545	10.67413668	10.70312418
1373303_at	7.507337281	7.78725655	7.49453697	6.699461727	7.173041058	6.956432073	7.944184069	7.688943726	7.758394098
1373304_at	8.214077637	8.287042098	8.115071693	6.449895031	6.614977353	6.548702226	6.416898114	6.327036417	6.435236925
1373305_at	8.549280962	8.572976439	8.478379679	8.714333607	8.706604059	8.656601676	9.074927676	9.138113016	9.128007621
1373306_at	7.114441835	7.321500838	7.273338401	6.851159674	7.33104	7.098145519	6.174314423	6.203052825	6.276215943
1373307_at	7.281749277	7.431325169	7.241147643	6.599453768	6.636046896	6.566604155	6.259301957	6.452837515	6.50307063
1373308_at	5.316574168	5.530761019	5.372087947	5.224506372	5.523576062	5.584907496	4.698094893	4.701767013	4.783410054
1373309_at	7.258506133	7.294626294	7.263485926	4.336503798	4.698249097	4.465500764	5.032975104	5.387009718	5.101993545
1373310_at	7.175243857	7.384237679	7.312034172	5.780166677	5.816030924	5.71501512	6.505108328	6.690500244	6.670183098
1373311_at	6.205138785	6.34346434	6.049119433	6.901834546	6.635754547	6.575547783	5.892632946	6.024033812	6.061170387
1373312_at	9.934084175	9.975672284	9.848579935	8.704091955	8.515976184	8.55980405	7.162328298	7.045769336	7.234699355
1373313_at	10.43476664	10.37265129	10.39716872	9.697043099	9.607634275	9.756571515	9.61462653	9.590507085	9.649635928
1373314_at	4.338086178	4.434795325	4.571225075	5.606860942	5.462507074	5.23960527	3.975511011	3.965295148	3.676792282
1373315_at	4.424565012	4.42402394	3.962712588	9.090713514	9.05389855	9.077818475	6.647217125	6.638709372	6.62730969
1373316_at	3.95841454	3.934298141	3.78209879	2.765188402	2.947943413	2.63983245	3.457025596	3.336671527	3.827585042
1373317_at	6.271777248	6.184954203	6.224891537	5.921254302	5.897833203	5.605785911	7.731791447	7.288956288	7.78156426
1373318_at	3.444050485	3.527744185	3.779964522	3.690140827	3.479494408	4.021406465	3.473421274	3.390749539	3.203257558
1373319_at	9.517579275	9.665466178	9.628022636	10.51998954	10.60185722	10.54580117	9.460725369	9.453549382	9.427836471
1373320_at	3.323875592	3.647682111	3.390797182	3.205329302	3.239791366	3.25410013	3.309161763	3.265389325	3.193263924
1373321_at	6.778534676	6.58390637	6.591488279	7.613546879	7.645758504	7.603498005	6.83967912	6.787202668	6.821879031
1373322_at	4.895820991	5.391491155	5.578090357	7.735125163	7.600899994	7.614986213	4.770334214	4.813165287	4.679684501
1373323_at	5.752422711	5.515710248	5.600539567	6.379038146	6.495920207	6.12861411	5.938404209	5.968678155	5.762048645
1373324_at	5.594689456	6.454348828	6.067493347	8.91140941	8.90841453	8.831500414	9.212659093	9.304632888	9.204992305
1373325_at	4.618727644	4.135509203	4.923055475	4.53806811	4.554453437	4.433113769	4.129660132	4.224565561	3.817231254
1373326_at	3.227114943	3.795728088	3.367569858	10.1394198	10.00628634	10.23403479	2.901880812	2.783840206	3.006855336
1373327_at	6.749627983	6.555122632	6.747491814	6.438397853	6.345512478	6.339068877	6.794156609	6.82554865	6.564614289
1373328_at	5.015475644	4.623460474	5.075420257	7.090894646	7.020240087	6.835336477	6.170161743	6.150020335	6.403168051
1373329_at	5.773851711	5.612752429	5.54456534	3.822726225	3.986133518	3.742894603	8.033857815	8.085398609	8.206981477
1373330_at	4.840283364	4.320945465	4.587608548	4.594920225	4.502672989	4.548428933	4.674985865	4.333691466	4.606937213
1373331_at	5.74609105	5.700770607	5.443338925	7.450889016	7.334880526	7.343254912	6.103042183	6.180980412	6.277557526
1373332_at	8.453892122	8.463540604	8.570314477	8.876441994	8.729604137	8.71186017	8.929160585	8.785596152	8.969069378
1373333_at	3.349204168	3.361760298	3.294979297	10.40617472	10.4838944	10.46494995	3.430193926	3.76746997	3.662511869
1373334_at	7.476440338	7.530596124	7.534811479	6.733300719	6.648635695	6.660715059	6.622741737	6.62320366	6.728116246
1373335_at	8.816352927	8.818413458	8.920115278	8.37553931	8.518395395	8.510781639	8.980179417	9.001976328	8.991018446
1373336_at	3.173556952	4.030243501	3.588877251	9.234499995	9.173831637	9.218536924	5.410331067	5.402632426	5.473548773
1373337_at	11.5204022	11.48758387	11.53430088	7.264540947	7.357696226	7.343349524	7.349879342	7.454879932	7.409262283
1373338_at	6.909915144	6.723985514	6.472314895	5.920368949	5.926443243	5.735965434	6.909482158	6.703559783	6.668969162
1373339_at	8.496480172	8.545439308	8.395082556	8.071034215	7.987139076	8.087064634	7.736196052	7.634906073	7.736034729
1373340_at	3.194375536	3.44815347	3.095269405	3.510951168	3.811043163	3.507431769	3.718264844	3.585366949	3.955808806
1373341_at	7.739739796	7.697854746	7.675559836	6.689440448	6.75933066	6.959983123	7.592737813	7.584710138	7.50860076
1373342_at	3.06404567	3.039748705	3.270901156	3.015078625	2.825869808	2.845349406	2.963391363	2.861749488	2.954042015
1373343_at	6.365841491	6.232661305	6.121010398	6.070347745	6.290586045	6.068191853	6.663094823	6.543953793	6.711291374
1373344_at	5.992576468	5.708858165	5.833441942	4.883906598	4.762209029	4.700686434	5.045725654	5.030502799	5.220085458
1373345_at	7.685601637	7.619114402	7.693172171	7.0788454	7.096330141	6.989407811	9.863687137	9.850752	9.813863436
1373346_at	9.933694685	9.992578964	9.934974766	9.775192599	9.743170215	9.768411004	9.734768077	9.718853081	9.645059156
1373347_at	7.547820493	7.82110233	7.68513399	7.308181642	7.55322278	7.236676092	8.180195663	8.035196721	8.164168946
1373348_at	6.478568117	6.619755001	6.912453283	7.942910618	7.812394218	7.773151315	5.764160884	5.895086192	5.70712818
1373349_at	3.869553634	3.648596562	3.403477539	3.18897301	3.230969181	3.122034847	3.508273752	3.486861907	3.404503954
1373350_at	4.332775056	4.743104651	4.239914504	7.674756241	7.653023183	8.11966845	5.223490986	5.445649347	5.335219017
1373351_at	3.350120914	3.580727623	3.079062242	10.65084669	10.5438316	10.75338276	7.681327295	7.754896921	7.704930174
1373352_at	4.656775166	4.378174345	4.685106763	4.048130289	3.662267807	3.778998433	5.9932672	5.668101843	5.922224398
1373353_at	6.681268974	6.555169445	6.480850174	7.242763955	7.275254782	7.48858576	7.41802607	7.438842493	7.512474791
1373354_at	6.447817154	6.413591883	6.322017418	6.725675868	6.820798708	7.214683879	5.23769829	4.857597851	4.480891754
1373355_at	6.356782455	6.590854412	6.329292128	6.803857517	6.501351372	6.78116639	6.530193596	6.505439734	6.508524955
1373356_at	3.184126722	3.447560515	3.528081294	2.996558842	2.807717602	2.809093579	2.605748431	2.994241214	2.821137835
1373357_at	3.525290162	3.545567786	3.392466274	3.603194293	3.58914984	3.570437911	3.577140557	3.419782784	3.49548383
1373358_at	6.912360938	6.832990106	7.153148368	6.04419347	6.124542994	6.262865692	6.589525894	6.594470875	6.768969292
1373359_at	5.094990675	5.276228815	5.183441535	5.12882458	4.976404066	4.556911175	4.902635454	4.634552263	3.866212841
1373360_at	4.181542816	4.558098188	4.416092872	3.935950107	3.784690272	3.751712107	3.35532328	3.810858962	3.407628191
1373361_at	3.576127197	3.570395609	3.765316563	3.029220527	2.686567518	2.792907395	3.0660421	2.949409826	3.095903485
1373362_at	10.52603982	10.60155909	10.56014122	10.9403756	10.98826171	10.98540703	9.975904018	10.02145203	9.986061163
1373363_at	4.255588554	4.23024911	4.425465472	11.77002287	11.66988251	11.75571793	8.305200487	8.131216762	8.210384517
1373364_at	7.455577164	7.71687287	7.655803626	8.776549652	8.854858102	9.034656651	8.356411326	8.366731905	8.302520153
1373365_at	11.35466363	11.365805	11.32327076	10.8196981	10.90317346	10.83101645	10.97040984	10.9823959	10.96765652
1373366_at	8.499331221	8.615028666	8.620620193	7.073651206	7.093809179	7.090808153	7.649012689	7.635681983	7.605400201
1373367_at	9.151730979	9.294595549	9.344018525	10.18710905	10.23867267	10.14728833	9.37799817	9.496564809	9.423469979
1373368_at	4.586682824	4.533982833	4.943286275	4.944936957	5.003444172	5.192172318	8.459280332	8.393169795	8.377425096
1373369_at	8.140581258	8.214603749	8.261323746	8.738393116	8.724377999	8.765801089	9.171812303	9.043450722	9.124115339
1373370_at	6.910427319	7.101056992	6.960815222	8.537021222	8.468188577	8.422555243	8.170109062	8.316703126	8.188009121
1373371_a_at	8.874579352	8.900952566	8.942380249	8.322097377	8.351105796	8.418433953	8.351045139	8.173801674	8.323234901
1373372_at	9.077129976	9.177850209	9.15563964	7.699806625	7.929107726	7.781804191	8.112548408	8.118588808	8.057204011
1373373_at	9.19287209	9.082159171	9.113629105	9.140530181	9.220270731	9.300748783	9.711206865	9.788043751	9.768384309
1373374_at	9.604307784	9.698232417	9.600019651	11.52125693	11.64176195	11.55227409	11.46849164	11.51439797	11.47477008
1373375_at	7.556785037	7.604609065	7.64404117	10.14761729	10.14343111	10.14756055	8.960462329	8.889017231	9.032453963
1373376_at	7.284503068	7.572846543	7.543012443	8.991565753	8.975872759	9.073968612	9.420837204	9.301098435	9.451607366
1373377_at	6.095673122	6.176276132	6.279628127	6.100069868	5.906601166	6.131431197	5.986453036	5.9545857	6.120902671
1373378_at	4.999312266	5.143060822	4.785379101	9.461893728	9.573875928	9.543522165	6.901043534	7.058736185	6.82702308
1373379_at	9.547621067	9.535260358	9.646759103	8.56085323	8.52424804	8.566002908	8.704309642	8.790852757	8.722532801
1373380_at	9.189668308	9.078060377	9.086160703	9.112875	9.058003077	9.060645781	8.807259404	8.713678878	8.721258632
1373381_at	9.439503727	9.387530124	9.363076957	7.715399107	7.793171547	7.854816612	8.701466086	8.794396268	8.724915795
1373382_at	9.509347573	9.497181656	9.552686542	8.583557158	8.704099671	8.549702659	9.004433201	8.938208461	9.025770849
1373383_at	8.951940671	9.053691427	8.862188214	8.083710685	8.216119585	8.075822553	8.579589213	8.561124558	8.624876291
1373384_at	7.065550404	7.204294436	7.055234394	8.994019625	9.002296552	9.039201479	7.294186374	7.244388198	7.248382858
1373385_at	8.034031857	8.212644614	8.112762499	9.449029576	9.437449224	9.441897693	8.381944703	8.40715069	8.40477426
1373386_at	10.75283101	10.79964169	10.8137635	7.534780544	7.746966454	7.634478679	6.395533975	6.56832966	6.567650744
1373387_at	9.089638112	9.049008557	8.965016505	8.101900942	8.07706972	8.209674688	8.051837011	8.043627299	8.095619374
1373388_at	7.767723729	7.788225367	7.754825506	8.733918591	8.730564485	8.720622265	8.90442511	9.045089359	9.059640325
1373389_at	9.422554058	9.573231233	9.250717203	8.41140316	8.50017176	8.487650883	8.081081025	8.249444177	8.080481933
1373390_at	6.801229084	6.676649725	6.867002847	7.57293966	7.60397877	7.536837826	7.890992192	7.89764051	7.825138472
1373391_at	10.26721526	10.20500551	10.31895657	8.824996143	8.806884089	8.859178259	9.550558485	9.597562898	9.476692949
1373392_at	7.192442425	7.273987792	7.171551639	7.709922034	7.731340156	7.763677273	8.557731646	8.507964889	8.591014326
1373393_at	8.873266182	8.836416456	8.701998193	7.285789056	7.345244764	7.283998231	8.628705299	8.600802912	8.682840299
1373394_at	6.36276373	6.253623494	6.339353454	5.747929272	6.028034981	5.618198938	6.2625688	6.148379396	6.173369932
1373395_at	6.884476025	6.832706534	6.830112982	7.476792836	7.398393425	7.547041481	7.503540302	7.51749938	7.556611355
1373396_at	7.520856527	7.619331271	7.532045487	6.929981076	6.964606149	6.78703684	7.239265769	7.238308923	7.361690476
1373397_at	8.338190904	8.346598671	8.415663548	8.820795416	8.899578985	8.867428968	9.678431262	9.756178593	9.713455327
1373398_at	5.661043922	5.529519114	5.956724684	9.814394668	9.782324688	9.829338135	7.049293808	7.012589532	7.001475787
1373399_at	8.153079436	8.208335912	8.139666524	8.001010705	7.955747948	8.002490418	7.636811716	7.598212631	7.685457459
1373400_at	9.136759555	9.028919548	9.131375624	8.339984166	8.23952404	8.366851336	8.718278122	8.805839851	8.777400567
1373401_at	3.800811468	3.395268284	3.611221944	4.626757359	4.465635981	4.649387368	7.557106121	7.637919802	7.549542103
1373402_at	6.347342386	6.367901023	6.539048839	6.604622286	6.797213501	6.903908065	7.17186366	7.083422592	7.27088731
1373403_at	8.561161577	8.716632748	8.654999978	4.915302759	5.166074902	5.397283657	10.02664478	10.03090909	10.15034571
1373404_at	8.387153369	8.330416285	8.256407353	7.391846975	7.435134973	7.252766772	7.606517476	7.559367328	7.575102871
1373405_at	8.418057663	8.453135895	8.55555575	7.560897103	7.450689757	7.515849844	8.541049457	8.735862225	8.76916046
1373406_at	7.33859716	7.232115733	7.231800812	6.414744975	6.638349441	6.513406109	7.564550116	7.580737164	7.761372678
1373407_at	7.034079673	6.860447706	6.780559075	6.231681837	6.211218221	6.092394816	5.694613072	5.772232342	5.610528349
1373408_at	11.06691169	11.14924993	11.10982041	10.2638744	10.25239306	10.20536116	10.69875875	10.63166108	10.69277276
1373409_at	8.597571159	8.606786524	8.558035971	8.249393061	8.275200933	8.276241895	8.040223747	7.827045411	7.946912808
1373410_at	5.392801063	5.504064106	5.194532057	10.32003359	10.24311129	10.33910973	6.775989121	6.664032445	6.810762775
1373411_at	8.399030579	8.448212601	8.349400036	9.339513791	9.484994375	9.462155474	8.418752865	8.427845985	8.489036961
1373412_at	7.680847654	7.690565696	7.561221016	8.151127987	8.210239755	8.208058996	7.332063506	7.211570324	7.32730728
1373413_at	8.006754207	8.184846795	8.136761106	8.143782612	8.182919416	8.235159717	8.702222479	8.757590212	8.695609351
1373414_at	4.195763534	4.872014256	6.229705402	9.46351205	9.569001413	9.482435975	5.072446135	5.81031441	5.401492072
1373415_at	7.215117781	7.278114719	7.234970694	8.151886169	8.056585985	8.042749256	10.24262195	10.41861203	10.34310754
1373416_at	8.827378992	8.908369544	8.808895713	5.57676729	5.671463479	5.79792825	7.939342859	7.863238943	7.892458612
1373417_at	5.357876701	5.524695519	5.36862141	5.112349546	5.229363505	5.021006212	6.983341963	7.098630877	7.253960962
1373418_at	9.962987596	9.938337548	9.97600409	8.49114596	8.358184461	8.479049523	8.709617499	8.656802431	8.604456236
1373419_at	5.688296835	5.860905136	5.878543224	6.66162346	6.523920255	6.598531705	6.766210783	6.589121201	6.824033286
1373420_at	8.332143064	8.589331007	8.314300305	7.467147887	7.471150492	7.391924208	6.544000659	6.504734867	6.658538127
1373421_at	7.828715411	7.812879474	7.784083884	5.435235838	5.601920496	5.450949906	8.527358406	8.536338317	8.614482774
1373422_at	9.51131387	9.462692882	9.44169589	8.958372951	8.930716613	8.877196029	8.661422093	8.781749726	8.768997531
1373423_at	6.060302765	6.096266186	6.108037859	6.767206551	6.714145591	6.730593692	7.282798258	6.859688144	7.176099009
1373424_at	7.52739827	7.55776599	7.548057579	8.22323507	8.400894438	8.262050932	6.52758963	6.515359832	6.551146572
1373425_at	7.5944596	7.681330096	7.664037908	7.306604074	7.533065869	7.420627638	8.362014202	8.207904606	8.347398055
1373426_at	7.921426853	7.871201519	8.045532468	7.183333674	7.359724269	7.409284099	8.272303705	8.120679403	8.217412116
1373427_at	3.795429855	3.515208133	4.396601846	5.788129706	5.871505334	5.63259667	4.952596211	4.760621394	5.001250448
1373428_at	7.901653577	7.924334839	7.884522966	7.416217252	7.348438334	7.344323132	7.854068597	7.769532291	7.797964115
1373429_at	7.024846785	6.599485055	7.042070218	6.714386411	6.584446654	6.631638602	6.741607001	6.84718211	7.009405911
1373430_at	7.517500132	7.283083601	7.403504823	8.030545903	8.061477547	8.13669543	8.581821531	8.620208362	8.490359655
1373431_at	8.632737619	8.707979451	8.601003112	7.784958412	7.790272741	7.872257063	8.860628553	8.758708439	8.813232801
1373432_at	7.454088678	7.525449335	7.466294293	9.207807907	9.418132565	9.42410491	10.2352899	10.20399289	10.19314016
1373433_at	9.033523674	8.809216414	8.904411018	7.223324819	7.284532543	7.248522454	7.98140841	8.001824961	8.073276334
1373434_at	8.101668006	8.146891163	8.140512405	8.036495072	8.03440956	8.122344502	8.423614583	8.316840959	8.324510301
1373435_at	6.522529832	6.51706742	6.542382746	6.994932248	7.160882947	7.063757497	6.688128288	6.683645902	6.70615552
1373436_at	4.936258921	4.976739805	4.781427392	6.581231442	6.449324861	6.547570249	6.396510326	6.472135391	6.595418821
1373437_at	7.646336862	7.702363458	7.56968875	8.253364393	8.251547458	8.243623283	8.073736996	8.26455169	8.20775041
1373438_at	7.761230295	7.680079356	7.710983027	9.04702592	9.012030999	9.058500753	6.995069093	6.945032694	7.15568012
1373439_at	7.161797466	7.075924235	7.086815483	7.007540928	6.929783189	6.940300221	9.318851807	9.309575264	9.264365312
1373440_at	8.03644539	8.137522121	8.013046979	6.686420874	6.788512497	6.857411555	7.376573153	7.444153255	7.218364777
1373441_at	8.34402051	8.205104005	8.309166953	9.067088472	9.158118375	9.247338536	8.58872074	8.622581539	8.567875226
1373442_at	8.493176571	8.491618511	8.448956315	7.157478473	7.057933131	7.038492494	7.493393649	7.434771104	7.622607827
1373443_a_at	6.761575983	6.602772874	6.38459699	6.108965534	5.970800611	6.182865568	6.795512707	6.697655848	6.797592755
1373444_at	6.361361331	6.6614981	6.28900754	7.37186104	7.203074601	7.497548596	7.644971521	7.635618491	7.653139797
1373445_at	4.806293841	4.771154391	4.886286966	4.88390559	5.001774365	5.069447087	5.102230241	5.37488724	5.429775669
1373446_at	6.794628252	6.758276648	6.645351568	6.396527896	6.109137703	6.272899404	6.244278464	6.249846251	6.252250407
1373447_at	8.793119385	8.847398208	8.694914101	6.585406574	6.417614785	6.611564243	7.155455301	7.290948227	7.30468717
1373448_at	7.105265854	6.932813919	7.009487183	8.363394331	8.392581773	8.573368312	7.617215471	7.622292402	7.751871976
1373449_at	7.1759953	7.304877993	7.221658958	6.06423143	5.904206083	6.114377262	6.657421899	6.691991986	6.628424284
1373450_at	8.347734943	8.428012868	8.44799766	6.99908836	6.911633522	7.09866434	7.469746073	7.53025613	7.346694992
1373451_at	6.398490983	6.49650573	6.250706809	5.706178007	5.63368631	5.813035457	6.518240887	6.405938931	6.402122918
1373452_at	10.183601	10.18126562	10.15735391	6.500246819	6.538106112	6.403702069	6.898970963	6.905941865	6.727282054
1373453_at	7.481076586	7.653572853	7.557564141	7.130493308	7.116968693	7.121960714	7.609044911	7.581019028	7.577074254
1373454_at	7.532588621	7.467571389	7.631799681	8.977932499	8.96751231	8.923169084	8.621904651	8.656296606	8.542567731
1373455_at	7.3818697	7.162050093	7.478862685	7.507955283	7.52040612	7.492117585	7.725825066	7.592698475	7.612134472
1373456_at	7.905551555	7.928136977	7.744581689	7.928189225	8.012101751	8.043850001	8.359188709	8.347935554	8.400383288
1373457_at	7.382117638	7.126235486	7.208691717	7.79953199	7.669045107	7.735322578	8.219575038	8.205557657	8.200694443
1373458_at	3.998105433	4.54576519	3.988657332	7.429300137	7.454642583	7.495887833	5.840919855	5.72557899	5.858039601
1373459_at	5.997191039	6.08687146	6.116263906	6.257912942	6.524144412	6.364091303	6.616699367	6.561345552	6.564004132
1373460_at	5.777517844	5.84164315	5.904790334	5.751983757	6.112947045	5.974803208	6.427355224	6.385791474	6.581111324
1373461_at	8.186637318	8.174430419	8.119614233	7.899035369	7.986194551	7.999326381	8.166581198	8.203460365	8.212053746
1373462_at	7.721925483	7.781052623	7.597852248	7.527305173	7.64777906	7.697250824	8.206667505	8.299107376	8.311344745
1373463_at	6.021706466	6.365038469	6.135089127	6.610293984	6.449648455	6.782062253	10.85414338	10.79613219	10.71379086
1373464_at	7.077550896	6.867885818	6.871962839	6.283409137	6.464770521	6.439884848	6.946162809	6.829491425	6.950195424
1373465_at	8.941597395	8.858608447	8.937195462	7.046734139	7.184967268	7.054155141	8.667159768	8.625937023	8.650652464
1373466_at	9.508471354	9.434961114	9.492981182	7.546631425	7.71573691	7.79017472	9.846593944	9.763693909	9.766704063
1373467_at	7.594209999	7.794040295	7.542475893	7.20754494	7.327160386	7.268693878	7.698221308	7.648349162	7.693056749
1373468_at	5.469924821	5.565766457	5.459574556	4.83665849	4.511016749	4.798122016	4.93370808	4.884281739	4.954950853
1373469_at	9.963587763	10.0011617	9.980452971	10.11737824	10.10552902	10.02570382	8.994534257	8.962603819	9.032254351
1373470_at	11.08437937	11.12461904	11.12948975	11.52641917	11.5505283	11.61123876	12.14981282	12.07226706	12.11267863
1373471_at	5.782355288	5.98652289	6.128093576	5.942908095	5.968679268	6.087868911	7.020013078	7.123437503	6.884569493
1373472_at	6.693016969	6.790528376	6.573118536	7.797829419	7.762998996	7.920512677	7.349481781	7.356460761	7.437662007
1373473_a_at	7.233906298	7.470025036	7.158026247	8.414193156	8.566266339	8.550295779	9.400335136	9.418124001	9.42190659
1373474_at	8.862557502	8.825719247	8.723814635	8.837324004	8.887480092	8.917681489	9.245138297	9.275050621	9.34284933
1373475_at	8.969811338	8.986293614	8.941454671	7.003305653	6.944939636	7.021658458	7.222647301	7.146444833	7.463029289
1373476_at	5.382233091	5.297484991	5.465646452	7.100832269	7.122790838	7.004618284	6.126804984	6.072549711	6.313842411
1373477_at	8.467685797	8.527645347	8.5441645	7.981985414	8.069159241	8.0427117	7.572983593	7.437133127	7.350741146
1373478_at	4.775687305	4.813893903	4.67467147	7.644280845	7.843119395	7.890431417	3.946926093	4.246135791	4.428322457
1373479_at	8.948346349	8.993610128	8.902205665	12.16439498	12.03216933	12.12673725	9.975364434	10.00243253	10.08160979
1373480_at	4.683148564	4.477159474	4.52971823	10.0469705	10.03850635	10.02929955	7.429345355	7.507809193	7.651796671
1373481_at	8.053381744	8.205104005	8.083080679	10.24493511	10.33604892	10.30033084	8.630112897	8.753852074	8.718865296
1373482_at	6.454090232	6.547312295	6.681034447	7.628440622	7.633787036	7.675200919	6.703070119	6.846790992	6.832299751
1373483_at	6.252396753	6.288240644	6.272655212	5.959831427	5.956469423	5.985022999	8.943280902	8.779790564	9.029259924
1373484_at	6.674508897	6.813185035	6.535362387	9.23682283	9.034454447	9.101553778	8.569048803	8.358299718	8.476836178
1373485_at	4.58480863	4.047289605	4.324697787	4.868673065	5.059496881	4.911737118	7.090183069	7.113658723	6.909612016
1373486_at	6.519412509	6.612742808	6.348167893	7.870704139	7.951805085	7.976140999	7.367347332	7.469591122	7.400453817
1373487_at	5.604326388	4.692453031	4.725423155	7.129457712	7.238039437	7.348728736	7.435683552	7.55140196	7.532130589
1373488_at	6.909227536	7.016811738	6.985150295	7.024738033	7.048208818	7.28203963	9.860598332	9.841362239	9.880570423
1373489_at	4.628820624	4.840705093	4.547642381	5.011086177	5.001774365	5.163389376	5.045712164	5.047916152	5.133998645
1373490_at	8.181035584	8.162497331	8.115537613	5.384977362	5.567031289	5.408991364	10.13197428	10.11574009	10.05547296
