	Liver	Brain	Lung
1375749_at	6.1077802933	6.2241002063	5.7152988237
1375750_at	3.3710211807	2.762404583	2.803921964
1375751_at	5.91118581	4.824450909	5.599984519
1375752_at	3.4099488203	2.906827052	2.901385527
1375753_at	6.4258182597	5.3024357397	4.837176353
1375754_at	5.1082334303	8.2679295413	5.4158368677
1375755_at	3.598557986	3.012426233	3.303442166
1375756_at	4.8299621723	4.5829905923	4.4283379683
1375757_at	3.9453594547	3.578394649	3.494532294
1375758_at	3.009431174	4.313089837	4.8620557847
1375759_at	5.7304811443	4.875708732	4.819760704
1375760_at	6.220014765	6.599300782	6.8585752443
1375761_at	3.6808113213	3.228409916	3.1536977923
1375762_at	5.434839259	5.8643091773	4.715889777
1375763_at	6.1384606443	5.103042212	5.7871024177
1375764_at	3.0568552357	2.895935851	3.0933747723
1375765_at	4.081112872	8.0600508427	3.7865844173
1375766_at	4.675040087	3.7084617323	3.8389303847
1375767_at	6.6763100227	7.4116632097	6.0347151963
1375768_at	3.8692612903	3.241448096	3.3917059793
1375769_at	6.6295701363	6.8004869623	6.993088192
1375770_at	4.6950786597	4.4271827687	4.0999771113
1375771_at	5.3797497547	8.4664549547	6.184131426
1375772_at	2.9182897457	2.6819615147	2.704050087
1375773_at	4.0083140463	4.1163892753	4.509409938
1375774_at	3.2204111993	2.9615625227	3.2271279777
1375775_at	3.7943952417	4.0040361457	6.1529557533
1375776_at	4.626323258	3.817088514	5.466650769
1375777_at	4.8750023343	9.01179984	4.3172384893
1375778_at	4.1183476467	4.1555435433	3.9050019527
1375779_at	4.1694247217	3.630355815	3.813737212
1375780_at	4.2048263917	3.6938674723	3.744106189
1375781_at	9.483018003	4.9195563053	6.4387598057
1375782_at	4.598661875	3.5563522707	4.2049181727
1375783_at	4.2409945857	5.6095634047	3.9093429637
1375784_at	4.6644579377	3.984055739	4.0237316067
1375785_at	7.9963712793	8.4261315827	7.9039417823
1375786_at	4.197153472	3.4020369597	3.3023243123
1375787_at	3.284770136	3.1573874923	3.058844466
1375788_at	7.4332176223	6.435524103	6.9169655913
1375789_at	5.3541730477	4.5492960457	4.554126371
1375790_at	5.2918002877	4.546969614	6.6531307233
1375791_at	4.3539528043	3.4721693463	3.6307816257
1375792_at	4.1834988657	3.8769632383	3.5342528033
1375793_at	6.6302999313	8.097580735	7.803581285
1375794_at	3.527150682	3.3201401453	3.601006353
1375795_at	3.8651017473	7.1958195847	3.7663704273
1375796_at	7.7133777903	3.3222678317	5.2930517327
1375797_at	4.4361278977	4.6921661747	4.5141566033
1375798_at	3.966902178	4.56746903	3.4875635653
1375799_at	4.5503790413	5.3503853447	3.956044866
1375800_at	6.1156889043	7.00748581	6.054951731
1375801_at	4.0974784583	3.6312698157	3.6694760493
1375802_at	3.133677058	2.9878597133	2.7789683153
1375803_at	4.1417561947	3.3082965577	3.3959962863
1375804_at	4.8735470477	3.8682922353	4.0073113247
1375805_at	3.9163250883	3.6143508473	3.5927331637
1375806_at	5.262399397	4.0825690213	4.3561755863
1375807_at	5.288293718	4.368550778	4.5795547527
1375808_at	5.0295440007	4.4986352623	4.7556979957
1375809_at	5.9575663983	5.018055462	5.3775236767
1375810_at	4.391954244	3.6185783913	3.6930158053
1375811_at	3.3553908047	2.8327221353	2.917084379
1375812_at	5.8137665827	5.1452823913	4.9817592763
1375813_at	6.5138360017	6.2630492277	6.1701118197
1375814_at	4.491120424	6.3588741523	5.6842487097
1375815_at	5.5302300553	6.0270285267	5.4752611313
1375816_at	4.629072622	4.2477751373	4.7953506323
1375817_at	4.2069711957	3.9724242193	3.6758945897
1375818_at	8.133663421	5.20069946	5.7976820877
1375819_at	6.7618319327	5.105542242	6.429903566
1375820_at	5.3246677367	6.0157871397	3.88738314
1375821_at	3.628684716	7.380396363	6.6684767127
1375822_at	3.698919802	4.316387978	3.5691235497
1375823_at	5.3416052957	6.4762647647	5.1196184213
1375824_at	6.5789928167	6.2217106453	5.5386021503
1375825_at	3.7277606633	3.7790989533	3.4219725157
1375826_at	4.5874830173	5.4855226977	4.0229186217
1375827_at	5.6556193297	5.585792044	6.2526401557
1375828_at	3.465153733	3.150251311	3.085733504
1375829_at	7.5173918083	8.1929956007	6.9627614333
1375830_at	3.3262271663	2.7628181147	2.672068774
1375831_at	4.3279549967	3.75947828	3.660522325
1375832_at	5.741074343	5.310209631	5.266500998
1375833_at	6.5703817037	5.35612012	5.657115657
1375834_at	3.4594298797	3.034705673	3.1667312953
1375835_at	3.326435469	3.1157539733	2.9893800613
1375836_at	3.02211314	3.8652800017	2.921593058
1375837_at	4.366967947	4.0500507553	3.7399959023
1375838_at	3.956956514	3.347631553	3.3545383643
1375839_at	6.0910107297	6.213389143	6.1452785463
1375840_at	3.0952227737	2.7803860923	2.753588983
1375841_at	9.35847545	9.032153802	9.6812844373
1375842_at	4.5799274177	3.9111132907	4.8369337493
1375843_at	9.0975951083	11.49457373	10.85447794
1375844_at	5.724730251	8.7555016237	7.2084825323
1375845_at	7.37186401	9.4873767697	8.2509703477
1375846_at	7.472654332	7.520600733	7.955629408
1375847_at	7.952668913	7.6435159573	7.4357779857
1375848_at	10.68250103	9.0707207623	10.5466647333
1375849_at	6.015056591	8.1164056077	7.6885625997
1375850_at	8.3539992327	8.3621673637	8.2201212423
1375851_at	5.4420071963	7.3673089307	6.3495748607
1375852_at	9.4859501247	8.4910182113	8.328719509
1375853_at	9.2835542677	8.3218154347	8.793732454
1375854_at	7.1244139907	7.962342954	7.19911871
1375855_at	3.2592630197	9.7712344953	6.903800098
1375856_at	9.2609167797	10.10019433	3.2439283987
1375857_at	4.248979487	4.997885181	8.4446415263
1375858_at	7.95224993	8.0431814807	7.8498877287
1375859_a_at	6.4565667463	5.1941409623	5.9527554847
1375860_at	3.821517822	3.182410548	3.335347798
1375861_at	5.265401744	11.61286155	4.11652598
1375862_at	6.2357191507	5.1991521243	9.5373171323
1375863_a_at	6.7276542627	7.3108448867	6.6644124287
1375864_at	6.788140323	6.399276176	7.2061627063
1375865_at	6.323713438	6.3753045293	6.167994217
1375866_at	6.5893171903	6.249947488	7.4058659357
1375867_at	7.320779265	9.2546202967	9.0933112063
1375868_at	5.4188582983	8.0063805613	6.4693293303
1375869_at	7.905148957	7.24110373	7.1854436387
1375870_a_at	7.23732052	7.2075276493	9.616377663
1375871_at	7.9557715623	7.577913566	7.1775297677
1375872_at	7.302348398	7.2323323273	6.9872774827
1375873_at	7.153763549	6.6244963643	7.338140371
1375874_at	9.93751284	7.461309436	9.124582954
1375875_at	6.650659239	9.2795055123	6.1142828667
1375876_at	5.2749834613	4.4387645003	4.3327972727
1375877_at	3.1844521437	10.1588163667	3.214180751
1375878_at	7.962269941	8.3083375757	8.225839588
1375879_at	9.2437001587	8.0234712947	6.7804633117
1375880_at	7.609204437	8.5600151273	8.199702345
1375881_at	10.5199754033	10.3803486533	12.0102305267
1375882_at	8.0878167943	11.3304700933	8.9731112727
1375883_at	7.4263594123	5.6540742427	7.1536228107
1375884_at	8.909563467	9.3797845797	8.7961950363
1375885_at	4.6724512083	4.2469114737	4.4773689557
1375886_at	6.766348645	7.936765404	7.5672166903
1375887_at	7.916008656	7.9546880447	8.0873088673
1375888_at	6.238165577	6.276551476	6.6894450263
1375889_at	5.7728944917	8.463184876	7.2814798017
1375890_at	5.6403786423	8.8635191767	6.936150254
1375891_at	5.5801884193	5.0659567173	5.394254364
1375892_at	8.9064731293	6.886360112	8.9138700067
1375893_a_at	6.0477704013	5.056306535	4.992463127
1375894_at	6.844367057	7.4587935597	7.7504798537
1375895_at	8.4702861333	8.0552052847	8.4154479037
1375896_at	8.6180953027	7.5961494267	6.565743589
1375897_at	4.569409112	5.919725867	5.4753412777
1375898_at	7.3491431477	4.6836903137	8.9809195183
1375899_at	6.8570787103	7.7984359877	7.7308565393
1375900_at	6.9000927917	4.6129259673	4.5688413897
1375901_at	8.1999616163	7.538156751	8.7189221983
1375902_at	7.3999532677	8.6517082923	6.896291212
1375903_a_at	6.2075557707	7.5522531333	6.4402088707
1375904_at	9.4880221457	8.1511048827	8.3284468293
1375905_at	3.4421648653	10.5192521467	3.446991868
1375906_at	7.5101796917	6.8491991427	7.440451843
1375907_at	6.6656805033	6.2357557117	6.5398760257
1375908_at	6.170288568	5.2026876687	9.4048604587
1375909_at	8.1188119167	6.998034162	6.840348708
1375910_at	6.156964897	6.6287778483	8.903081736
1375911_at	7.1869054477	8.1223306033	8.075209099
1375912_a_at	9.0740017767	9.0260125323	8.9218370127
1375913_at	8.022154193	7.793440718	7.9814242583
1375914_at	5.6097304467	6.1191114193	6.1337040093
1375915_at	5.5682808423	7.9651785303	6.7336616093
1375916_at	8.650766219	9.7320521237	9.42617042
1375917_at	4.6522557073	3.925165548	8.5122191327
1375918_at	7.381243884	6.735375533	7.184285483
1375919_at	3.3888617907	2.8331169223	2.956271359
1375920_at	5.461289779	6.0918275777	6.2780496183
1375921_at	4.3611760517	5.0639479477	6.2234370997
1375922_at	7.6520090467	7.5440799007	7.817584457
1375923_at	3.7259800037	3.210237663	3.2841454393
1375924_at	8.6505608637	3.9556436433	3.6289715357
1375925_at	4.7598407387	7.6605572097	5.587067918
1375926_at	6.1610921123	5.342758597	9.612882565
1375927_at	6.571249064	5.8928757003	6.1240468113
1375928_at	6.378556084	6.8013074523	7.57936667
1375929_at	7.3143659733	8.1582810797	8.0722291343
1375930_a_at	3.6359964773	3.231937501	3.1278199463
1375931_at	4.9760367443	4.1713647447	3.972843533
1375932_at	7.3951669737	7.9425295197	8.6263736817
1375933_at	8.9765770237	4.7036093187	3.051559586
1375934_at	9.629068507	7.4774834623	6.6212780147
1375935_at	5.52430078	7.116527309	6.8159336787
1375936_at	8.851331005	2.728138516	5.3016307023
1375937_a_at	3.2196341437	2.9403192747	3.2070089563
1375938_at	7.305408018	6.9555562727	7.7026773073
1375939_at	6.6744595217	7.6970425763	7.2008835893
1375940_a_at	4.725721263	8.084885412	4.93927985
1375941_at	7.8522403817	4.299719532	7.4838087573
1375942_at	3.9648622143	3.494284659	6.956749263
1375943_at	5.071282454	8.4934109257	6.8142674953
1375944_at	9.9445630613	8.7520491613	7.2332641373
1375945_at	4.838475698	6.8318352497	9.211987458
1375946_at	7.808711568	7.881838484	7.3316268417
1375947_at	8.1928113457	8.1254269277	7.657881579
1375948_at	6.9854230133	5.809342749	6.5229874843
1375949_at	3.547291902	3.3416109837	3.3553535577
1375950_a_at	6.149952297	6.0765337747	6.9275177067
1375951_at	6.0271834553	4.6379820787	11.1971992267
1375952_at	6.4279675033	7.557095551	7.105911792
1375953_at	6.0853979477	6.035348186	7.6205992823
1375954_at	6.406556513	8.7986332363	8.1523460913
1375955_at	8.2280017533	7.3406630683	8.303312929
1375956_at	7.1975286443	7.61447635	7.6922721997
1375957_at	4.5108350777	7.6354790603	4.2093388423
1375958_at	5.9291109523	6.9297950493	7.394762459
1375959_at	4.710879232	5.1845374117	7.8698356673
1375960_at	8.436829956	8.6138009027	8.6297135487
1375961_at	4.4146074047	5.8033657843	5.7843486047
1375962_at	8.967010152	9.711197469	9.2117168983
1375963_at	5.222627503	6.374571332	6.357407953
1375964_at	6.1989403157	6.4557705883	5.6385825957
1375965_at	7.149655964	8.574819393	7.281761526
1375966_at	5.7332540363	4.1677045887	7.1450344253
1375967_a_at	8.5415616903	7.274304266	8.1412383227
1375968_at	4.853445218	8.8147335547	3.6875103733
1375969_at	7.5699619117	5.1712152873	5.9319826337
1375970_at	7.278354949	7.971525812	8.2935715473
1375971_at	7.3254503453	5.7270017847	8.0278847373
1375972_at	5.575565475	6.3990337877	7.2429642183
1375973_at	7.7642567113	7.2072600487	7.418499859
1375974_at	9.398835943	10.3753359	9.1066130253
1375975_at	5.4614468747	6.523985052	5.563055379
1375976_a_at	5.498908637	5.5778238937	5.8935668073
1375977_at	9.96675161	9.88447821	9.7170480557
1375978_at	4.19600043	5.3242063063	3.7471023393
1375979_at	7.034420929	8.003901088	8.5905427953
1375980_at	5.9266042477	6.0856885053	6.843298294
1375981_a_at	7.0617100053	7.07913181	7.4043690357
1375982_at	3.494737781	3.409791083	5.05029523
1375983_at	5.3060534987	3.9047604323	8.558628986
1375984_at	6.48526097	7.036728749	7.4129171093
1375985_at	7.0775358453	8.245348637	7.766001737
1375986_at	4.0950230327	4.2202564497	3.7893143667
1375987_at	7.1497200227	8.274784145	7.4033727353
1375988_at	7.4737454217	6.321444635	7.3218267697
1375989_a_at	5.0976696213	3.8553371763	6.484004918
1375990_a_at	4.8199576153	5.9516740353	5.770753364
1375991_at	6.2288500237	6.516302826	6.5332414733
1375992_at	5.1285233247	4.8593448367	7.0176596887
1375993_at	3.8335263917	3.253299198	3.3015921
1375994_at	5.3893783997	6.3094565707	6.145316141
1375995_at	6.2727447503	7.71887106	6.4852017037
1375996_at	4.493991609	4.3170312453	6.8922984637
1375997_at	8.0312428033	6.2054664773	6.8122702473
1375998_at	6.819562645	7.0034566403	6.5565967457
1375999_at	4.485763237	8.3074408597	4.1220988083
1376000_at	4.068283283	7.006813696	4.1082545893
1376001_at	6.307923338	6.180416828	6.1147764127
1376002_at	5.209547824	5.9078406453	5.380721606
1376003_at	3.9226509287	3.4001113903	3.5749748057
1376004_at	7.7031205057	8.8526868617	8.4112988113
1376005_at	8.1590894153	7.25764153	8.3555915273
1376006_at	7.0371379893	6.9355077103	8.5360542433
1376007_at	7.520705695	7.1135202263	7.263945133
1376008_at	5.7348055477	5.0880348907	4.6861426287
1376009_at	9.3403977947	5.409065216	6.6104492657
1376010_at	8.2580663563	8.2390250093	8.4952905877
1376011_at	3.60970952	3.603544873	3.8553404193
1376012_at	3.7172751083	3.0333436947	3.0073646047
1376013_at	6.9178003217	8.3797245073	8.6870347847
1376014_at	3.0765937097	3.3062332787	2.7978606127
1376015_at	4.844208706	6.1011113667	4.7579173493
1376016_at	7.491478031	7.9589199413	7.6910729687
1376017_at	3.8483799483	6.2942772823	3.0318689527
1376018_at	4.8812851393	5.2963272697	5.2240666723
1376019_at	3.2342813437	2.635778072	2.7898122647
1376020_at	5.9049022287	5.9232947097	5.7070632817
1376021_at	7.106333993	8.5247014253	7.6413670643
1376022_at	6.688061657	8.352929887	7.2629757473
1376023_at	4.3371002423	3.5769993047	6.0745521633
1376024_at	7.919176478	7.6225756973	7.58180562
1376025_at	6.3341157933	8.5784571943	8.3576541483
1376026_at	4.4339827597	6.423637278	5.4556903347
1376027_at	3.8404869917	10.2799739133	6.1138975773
1376028_at	7.874862609	8.4102246283	8.38941863
1376029_at	8.9964244663	6.9011336413	9.6208267453
1376030_at	4.160127956	3.5200190723	6.4273292813
1376031_at	8.473361601	7.716378207	7.8968125407
1376032_at	6.374637607	7.186916328	6.3644007753
1376033_at	3.1976645883	2.8306438377	3.061734956
1376034_at	5.6503872167	8.6811274927	6.4922704977
1376035_at	7.0863419427	9.3669232603	8.087705522
1376036_at	7.05236496	3.2195751233	7.3207223067
1376037_at	5.6046126153	5.3701711667	5.1120640187
1376038_at	8.3233797617	7.6115648737	7.2228203277
1376039_at	5.3624184917	4.798089979	5.835027489
1376040_at	4.3953962957	7.1342362453	7.5069213433
1376041_at	5.4802353897	5.635813894	5.862391318
1376042_at	5.922805023	8.257961469	6.7807913393
1376043_at	7.64644445	7.450831364	8.1073157537
1376044_at	6.218612	5.0814615467	5.6117099633
1376045_at	5.1687841233	5.4898161443	7.1738078023
1376046_at	4.360531063	4.2189450907	4.362605822
1376047_at	10.3036311267	5.921588484	7.183267312
1376048_at	4.0253366633	3.9441092527	3.617496772
1376049_at	7.3882843743	7.1919412987	7.6949832287
1376050_at	6.946344422	6.4184709513	6.5193417283
1376051_at	7.0872530727	6.3374143927	6.672927789
1376052_at	8.314702883	8.380401464	7.6850267977
1376053_at	5.467359935	5.671076589	5.7420936327
1376054_at	6.476348518	6.8214192127	6.2855738103
1376055_at	5.3085500263	4.6377343997	5.60831391
1376056_at	7.2532688277	3.9017334753	7.2305808547
1376057_at	8.4235520417	7.242893028	7.7859735587
1376058_at	8.4611738017	7.6267494627	8.6208794567
1376059_at	6.9196317153	6.602430756	6.7873984887
1376060_at	6.07629427	8.0519063937	6.5590092193
1376061_at	3.548852561	3.413425091	3.5773757293
1376062_at	8.5839428093	4.8131040823	8.2462380727
1376063_at	4.8870696943	4.668716395	4.3549307067
1376064_at	5.016519025	4.424298465	4.4024266003
1376065_at	7.6781024883	6.777171087	6.667124794
1376066_at	9.03252537	7.233953058	7.961651649
1376067_at	8.5583891677	8.8838311873	8.9588018487
1376068_at	6.3696466453	4.029351976	6.46205972
1376069_at	10.0401858067	9.5242030093	9.3068300507
1376070_at	5.9375717373	4.8303695783	4.8288630417
1376071_at	8.987745683	7.711693276	9.4671559137
1376072_at	7.32230478	7.3700302113	7.8415489993
1376073_at	8.8663497613	7.0219501147	6.970645772
1376074_at	6.9184126833	8.6372406093	5.33402169
1376075_at	7.2113600217	6.8412083437	6.9678791793
1376076_at	6.31878418	5.9221712777	6.464434993
1376077_at	5.8908299257	5.5086001047	5.8944318027
1376078_at	4.884117296	3.8128394377	3.8930546843
1376079_at	8.3643451913	6.2983311953	8.3695128723
1376080_at	5.0700406993	4.593821058	5.77559476
1376081_at	5.3294193987	3.9835603873	4.9423520757
1376082_at	5.186792225	5.5337781583	9.8552031517
1376083_at	3.532436128	3.102574146	3.0195271677
1376084_a_at	4.299365411	3.2561292067	4.2601360973
1376085_at	8.5794162017	7.0831501673	7.839713341
1376086_at	9.3137871297	8.6201430883	8.1008848453
1376087_at	8.3701102597	7.8372031567	8.6924748863
1376088_at	6.3348624907	6.4098019837	5.779628759
1376089_at	10.1137887233	7.1343927173	9.016872718
1376090_at	5.8735811753	5.1759521787	5.6851640437
1376091_at	7.750229344	7.853134592	7.3772435043
1376092_at	6.0627922417	10.1115023233	4.9831205147
1376093_at	7.0283714023	5.2867552717	6.6919798057
1376094_at	8.9699517893	7.6941695203	7.601267722
1376095_at	6.171062975	6.9792799087	5.5493333387
1376096_a_at	4.5299107827	6.3162912043	5.5602415203
1376097_at	5.855393515	7.0284096323	5.9127537213
1376098_a_at	7.6987389037	6.3001397763	7.4178380123
1376099_at	7.0010387623	6.1484299053	7.5765581123
1376100_at	5.789534216	5.112416021	7.3536292173
1376101_at	9.3121161973	7.5280326927	8.836788989
1376102_at	4.8885320403	6.966529626	9.6041145717
1376103_at	6.7626361623	7.1373086117	6.722850505
1376104_at	3.7479171177	7.509257353	5.977350089
1376105_at	8.0874833203	4.219324222	8.1651046693
1376106_at	5.5629166323	9.91363802	9.1956338417
1376107_at	4.9192614413	7.731215368	5.710985862
1376108_at	6.050545972	6.3912123357	5.885895261
1376109_at	3.9864234423	3.9406193083	7.2257412217
1376110_at	4.3134618353	5.2431598413	3.6272029883
1376111_at	4.886740906	6.655812524	4.2359479333
1376112_a_at	7.4697229203	7.840997554	7.425232312
1376113_at	5.7732950943	6.87634187	6.3686837113
1376114_at	3.9486516173	3.467537308	3.6209259697
1376115_at	7.4929257027	7.9707982407	7.3282606423
1376116_at	8.0976487073	9.3289732777	8.2845066547
1376117_at	7.4476659663	4.316648382	7.981241745
1376118_at	6.905371161	5.5960353697	5.436561557
1376119_at	6.874908198	6.064031854	7.22018025
1376120_at	4.0847123433	7.709498182	4.3320750657
1376121_at	4.1625804297	6.9750752387	6.4003503857
1376122_at	4.3093780997	5.594496398	4.906289937
1376123_at	7.1633869503	7.538261368	6.8274111363
1376124_at	5.2107121543	8.0419464517	6.844597065
1376125_at	6.2830852603	6.113766406	7.084158432
1376126_at	5.219911454	5.5516429427	5.0008156807
1376127_at	6.2646308477	6.9593115507	6.5769213627
1376128_at	6.2827190833	5.5722379517	6.803308418
1376129_at	6.517656283	5.6734982533	7.5458726897
1376130_a_at	6.3411934947	6.5231176903	5.403678592
1376131_a_at	6.7086259257	7.0752593553	6.9985031427
1376132_at	6.6317048747	7.9497330877	7.2335453847
1376133_at	6.1685031393	6.2933322863	5.5872100573
1376134_at	7.8700363707	7.1356780713	6.746331216
1376135_at	7.1892157277	6.137003544	6.4260963183
1376136_at	5.9290995603	6.305386076	6.3855692483
1376137_at	7.8127236813	9.2387420163	7.5177293453
1376138_at	5.3177345543	6.3031233327	6.7541323827
1376139_at	5.6418757323	6.3871578537	4.8944408447
1376140_at	8.2035967633	6.2724851457	7.085274413
1376141_at	3.199582804	6.7106389483	3.0308449357
1376142_at	5.0210290847	4.0156149697	4.2394833483
1376143_at	5.4422855193	5.2679070977	6.16464696
1376144_at	8.816257876	5.2412709567	8.120508974
1376145_at	5.9784244077	5.0278953793	5.648406583
1376146_at	6.934316419	6.440235134	6.838636195
1376147_at	3.4212326067	2.9714480137	3.0408874017
1376148_at	5.5118391127	6.6610647833	5.2185987467
1376149_at	8.126626045	8.4252208077	8.6430407873
1376150_at	7.0890936263	6.5324843293	9.7101492323
1376151_a_at	10.8936659167	6.107934585	9.3802325597
1376152_at	4.7965450723	3.900114631	4.4163040547
1376153_at	5.4344956243	9.894261199	9.129140252
1376154_at	4.4332377113	4.3390655013	4.0755781527
1376155_at	6.5262355317	7.8689511457	7.592429073
1376156_at	6.5616295367	7.666452576	5.974003262
1376157_at	7.7374324927	6.1674102917	7.3775153477
1376158_at	5.9460998533	8.9392151797	4.693871934
1376159_at	7.0801269773	6.888393908	7.6594613867
1376160_at	4.963858521	4.541962049	5.4854073717
1376161_at	8.3016732607	8.0356743327	8.139832055
1376162_at	5.2632156993	4.6887941113	5.3149822083
1376163_at	5.8127534767	5.0974216023	4.9394847457
1376164_at	6.8603745207	7.0944965127	6.91986594
1376165_at	8.1349658457	9.7671740973	8.403040282
1376166_at	5.019698049	7.462829688	5.2013376713
1376167_at	5.309682794	8.1303463857	6.110562436
1376168_at	8.7663402613	8.582460893	8.3216269967
1376169_at	7.8628973607	8.130685241	8.4410607917
1376170_at	6.8180817543	4.2996822243	6.6914019843
1376171_at	6.009989497	9.2307419697	7.58088293
1376172_at	5.181696643	7.130170238	4.5554174273
1376173_at	7.958559737	7.82695371	8.498107718
1376174_at	10.0552448927	4.3301519533	3.8143044113
1376175_at	4.5246754753	5.7780632717	5.8915297337
1376176_at	6.6703357353	8.530740812	6.5217391623
1376177_at	6.4951248823	5.494793829	8.734983305
1376178_at	5.1704906	4.8223048683	4.9209748383
1376179_at	4.829905904	5.1858532873	5.1902299003
1376180_at	6.827905189	7.3525872677	6.640543847
1376181_at	5.5165623113	6.4048250427	6.4880654397
1376182_at	7.3392204787	7.8894971497	8.329020124
1376183_at	4.3781969407	9.283491815	3.9529931413
1376184_at	5.4073398677	7.947781839	4.448245935
1376185_at	4.731773948	3.768069621	4.9825918997
1376186_at	4.839355552	5.190231672	6.394440971
1376187_at	8.194834237	6.3222148223	6.111031294
1376188_at	6.4561320563	6.9319517257	5.8240041877
1376189_at	6.638330391	6.7698445633	7.3093120797
1376190_at	6.866078039	7.7846829503	7.1866619343
1376191_at	4.511232157	3.994393549	9.682809439
1376192_at	6.5030648833	5.80161944	7.0299049033
1376193_at	2.6332350443	4.0515784157	6.1621455403
1376194_at	9.0633331543	9.256854954	9.747430653
1376195_at	8.12443633	7.515973362	7.9365555133
1376196_a_at	8.2136718103	7.6561288397	7.5037943777
1376197_at	5.334932432	4.3927899767	8.303457785
1376198_at	3.786503675	7.2234691767	7.5409822987
1376199_at	5.933528308	5.247546422	5.898040266
1376200_at	5.8511162227	5.476218146	8.5074827273
1376201_at	6.6897977983	6.7333223753	6.9404945713
1376202_at	7.910712659	8.899091175	7.2825662473
1376203_at	4.8629150483	9.3403091977	4.1611102543
1376204_at	6.1452064253	8.9003815737	7.0585422583
1376205_at	6.0935425103	6.0690446293	6.954767567
1376206_at	6.2939061623	6.8356935887	7.0413439397
1376207_at	5.5809140973	5.0360069137	5.217992528
1376208_at	4.1931339927	7.6353826153	3.6720444463
1376209_at	10.3674958267	9.9262216113	9.5615581447
1376210_at	3.7335027903	3.144041422	3.055023447
1376211_a_at	8.8843825957	7.4352390323	6.8015918527
1376212_at	7.1742902597	6.7242613757	6.9100606787
1376213_at	4.5388455967	8.0453448547	4.254521236
1376214_at	8.1076540257	6.768843933	5.8823603697
1376215_at	4.160512886	5.353778865	3.5304019737
1376216_at	4.582495073	4.2707968307	4.2480713187
1376217_at	5.4797791613	6.5032443913	7.6832100223
1376218_a_at	3.4741624877	5.198085714	4.4715681677
1376219_at	4.710867721	7.5088141513	6.5578575443
1376220_at	3.6081561397	3.3678163347	3.522693326
1376221_at	6.183237246	6.23911452	6.423837362
1376222_at	5.8888813147	7.3003068033	5.6678642263
1376223_at	5.235126536	4.575047091	4.8567955587
1376224_at	5.0704365433	7.980971461	4.2939523473
1376225_at	7.0755510723	9.2523036367	7.215674474
1376226_at	6.8367202623	3.4736444677	6.8824218953
1376227_at	5.056651394	4.0266008917	6.7890475017
1376228_at	5.5500177363	5.5373279047	4.169925851
1376229_at	3.6600804507	3.3650923487	3.3525540393
1376230_at	7.2507978877	4.8874684927	5.365995262
1376231_at	4.226477611	3.4206706703	4.1874832833
1376232_at	4.0492973787	9.8100980337	3.796806488
1376233_at	5.2166566437	7.1179854357	4.258786505
1376234_at	3.6569726147	3.205710762	3.1408012257
1376235_at	6.8286572493	8.6309755663	7.9043825947
1376236_at	3.193269111	2.7524811623	2.7990704487
1376237_at	7.3211168197	7.4921709227	7.598339312
1376238_at	7.1805433573	5.9194352677	6.0143094867
1376239_at	4.976646432	4.1960318227	9.408736834
1376240_at	6.874539198	7.56597869	7.2209794083
1376241_at	4.690399169	4.2004166477	4.3126234
1376242_at	5.915036966	8.9463506707	6.873850709
1376243_at	3.4466375223	2.9727272497	4.471392142
1376244_at	4.8971287437	5.5168552763	4.6284068553
1376245_x_at	5.6171431183	6.743355365	5.4160287723
1376246_at	3.27546272	2.77351745	3.0111961263
1376247_at	5.5210859893	6.2704858147	6.8917965933
1376248_at	5.4910988897	3.9443221193	3.5528828667
1376249_at	8.0493057217	7.501771714	8.00473665
1376250_at	8.9402733867	9.180155842	8.9948021783
1376251_at	5.3510005517	6.9923617103	5.426398071
1376252_at	7.2162702467	7.9965116337	7.7188006113
1376253_at	6.4431516743	9.5903553653	5.288752302
1376254_at	6.976845298	6.279499946	6.071989562
1376255_at	5.2213757463	4.149621795	6.3869271883
1376256_at	7.683075819	7.8241663043	7.7218553737
1376257_at	4.4553951537	4.254800347	4.070509047
1376258_at	4.7369998563	3.9819138883	4.4775183747
1376259_at	4.9182854897	6.986664531	6.512727445
1376260_at	7.3528387437	7.6230540067	8.3134933253
1376261_at	7.7050767477	8.501262561	8.1906185167
1376262_at	7.382112627	7.9727598943	7.7973477073
1376263_at	5.769625367	7.7470049193	5.960912085
1376264_at	4.3886072047	3.62999427	3.501877242
1376265_at	5.0178798397	8.6388209373	6.9055465647
1376266_at	6.0215478863	6.3703817987	5.9254904943
1376267_at	4.2125789553	6.8077151283	6.2904012583
1376268_at	9.1616722713	8.807722638	10.19288331
1376269_at	3.691307898	3.3278272543	3.2378967637
1376270_at	5.3786103383	4.5661455127	4.5807893723
1376271_at	5.716428259	2.8350577537	5.3308742
1376272_s_at	9.8136548653	9.3369055433	9.308872997
1376273_at	7.0503277683	8.424320829	7.607943851
1376274_at	5.9219948197	8.7603953897	7.7262233287
1376275_at	7.9190231113	7.436441992	7.642941033
1376276_at	4.7110302577	4.2173783387	3.6509708493
1376277_at	6.0451250273	7.4727341773	6.5470779187
1376278_at	6.937239726	6.9245222673	6.9394403163
1376279_at	6.323189172	4.734642229	4.7717516127
1376280_at	4.013987492	6.479661979	3.7531508673
1376281_at	6.6736582237	5.2815014377	6.65602133
1376282_at	5.2313791723	7.4676162833	7.6929563713
1376283_at	4.0423220757	9.806410979	3.5744589543
1376284_at	4.193385748	6.5707872067	3.6998993527
