	Jurkat	IM-9	Raji	THP-1
221766_s_at	152.3037371818	77.8890874778	63.6083411293	14299.5522878638
221900_at	16.603983814	7.2479916672	10.5080283298	2124.8204764445
221933_at	533.8393307553	47.7988112009	4.4523027371	6.0194868935
222144_at	6.4709225461	9.4536180058	20.9998044877	938.9972286363
222288_at	1468.1795776798	2.699307836	4.1296477684	70.7157589446
222450_at	984.8984328089	4.3898481088	5.4314736366	3.7333148854
222463_s_at	18.151535193	6.9081822687	9.3473627038	1400.5989207478
222698_s_at	19.5740301658	8.3965188552	8.7285807183	948.5059153505
222722_at	1430.9683990584	72.702928732	45.6053189297	12.7604986487
222803_at	32.5763084356	2094.9167766908	6.2054908329	254.4508899134
222895_s_at	6689.1004406144	558.0633334766	34.9333557171	82.4449487805
222902_s_at	273.1013939539	17.9713863855	9.6541696365	7828.9122570925
223120_at	15.7987024308	254.5058729838	8.8454689645	3117.6047787386
223170_at	1050.1799433092	11.9256507512	12.6916507648	11.9005220289
223280_x_at	20.2351890699	49.52797172	51.1005354671	5985.0946021377
223313_s_at	504.692536626	20.386144802	11.2311491173	6.6243426873
223551_at	55.4653591906	76.003107085	22.2919841104	3497.0494397752
223622_s_at	17.8159299967	19.8362548785	18.9593589906	1853.7773956523
223642_at	794.8331022967	10.3436498805	4.474571879	3982.137019489
223696_at	19.3712488043	26.4797152454	16.1196442102	1190.7642710022
223721_s_at	68.5722438002	260.8644818508	1766.9369834811	56.0598868416
223775_at	359.1243369033	4.3597127669	7.2467514594	7.8360738437
223952_x_at	112.472999211	146.0906215337	134.7846987746	13662.4423044185
223975_at	8.5961896398	1569.0354613072	33.0872159952	79.1488884985
224009_x_at	142.8976740986	119.8036836338	193.4332046854	13633.9608074429
224048_at	2759.2525339942	66.3409331015	60.3922833111	79.7329916703
224356_x_at	16.1363890431	43.6109191904	24.0475569502	6183.2857404211
224358_s_at	2.7375467825	58.2943938531	98.2671275762	2206.8509420744
224461_s_at	13.4803985585	1271.2299718205	15.0887417476	225.4186790853
224499_s_at	14.2848340086	2056.7138344873	5841.1515630386	160.2696828174
224588_at	5.2979804943	3172.2754773168	8.4228103093	33.554853102
224589_at	12.1957179319	863.8903710543	13.306572509	9.9460601891
224590_at	10.2184765442	940.8232118556	3.4609270695	4.0245283085
224710_at	8.1987061305	1151.8228036434	9.2262740324	13.0430857761
224832_at	21.4505995784	1813.4682911553	76.3337629339	28.3344195896
224862_at	3873.3491997611	157.791353319	2.3292068545	1545.2895541513
224973_at	21.1414931925	12.6023448659	5.023611409	3463.3405248501
225056_at	1859.4620024199	9.6988167662	4.7876052826	77.2003137366
225129_at	40.3501158726	363.8476500257	6.0002577729	2745.3922547071
225387_at	954.8627718449	21.0709784498	5.8411499646	137.6396927154
225681_at	2488.002222153	21.8570641035	21.0991090352	34.6613661035
225782_at	2.6959462947	240.334714281	3.1898691346	1050.8642439565
225792_at	20.586788438	652.9165493289	6.7901779542	8.7004080099
225897_at	225.3761952111	7961.3380136211	13.3866124279	1280.2564869612
225911_at	10.4541840823	2278.4761280671	28.8966832522	109.3656903751
225962_at	1554.6821281	12.2138423748	14.1511591194	24.0238308591
226099_at	92.1149752405	3012.2672507478	1.035281055	541.8481280832
226247_at	1625.1175741599	80.7059456206	41.2528609588	29.8837861968
226333_at	22.1711376668	59.6187844305	15.2227877277	6090.0796629219
226548_at	885.7195912892	20.8925925691	14.2522635139	6.8087193476
226636_at	10.0730143878	752.9669247857	7.8209377104	329.3251900934
226677_at	2093.0484120118	10.4818154303	8.2771010597	3168.6603294072
226811_at	1132.7346475034	154.8263780023	43.8885580681	9.219105544
226884_at	358.8563396108	2.6038764357	10.2227865564	3.800917898
227030_at	269.7360201938	1505.9518090137	4783.3668587013	17.3295706051
227034_at	9.1574563917	891.8733484071	60.2695361757	20.2154370361
227036_at	10.6115400689	47.6885773922	1.6332072656	1042.7651905154
227174_at	35.7254490447	1221.4744854836	37.6787967164	59.4982141947
227189_at	22.6367053674	22.8459687531	4748.9770931434	108.6437422858
227266_s_at	2607.8579026069	59.2815639273	29.263112798	521.2450158106
227347_x_at	2169.7335928338	44.0572891916	59.6614571293	69.0072492988
227371_at	17.3661183417	716.0088763483	36.6533967351	17.5664938214
227372_s_at	7.2224192886	1565.6479831538	4.5110040548	74.3158512598
227623_at	15.4007457774	1129.1651122901	16.5809651309	25.1278634562
227671_at	97.0816932572	4941.4724657535	98.2130862862	150.0206899224
227742_at	19.9476527746	9808.0301464665	22.4114664603	498.1695295873
227812_at	10.481054958	1038.5645063666	5.4286405738	98.838581016
227834_at	15.2389298268	15.0018154374	262.2492994578	29.3256689741
227915_at	15.4855510298	1153.2158264816	10.8391706149	26.0241030591
227923_at	214.882574279	12.2803037836	4.9997958429	4.2975885661
227947_at	221.8968906254	1.984229027	11.1575304291	1564.8708561542
227949_at	23.5485429671	63.98554927	5.7110890096	3552.6145911868
227952_at	55.8973506932	5046.242248466	316.6009013119	180.4544527718
228056_s_at	2.9992758345	368.3972328738	2229.9832693543	501.1563326454
228071_at	1930.405039364	235.9920636544	9.2673388821	8.2194099716
228153_at	417.1828152395	84.9895383368	6616.2313495595	139.9959439248
228262_at	13.6914588417	65.8161634006	614.9628350337	12.1725705724
228293_at	5.0390253689	7.4974543876	3.0501851205	352.1472467079
228486_at	17.2911234902	14.3287429438	14.0509691756	1887.7370000275
228592_at	10.13780526	7636.4631573692	17831.718884411	393.6493416877
228625_at	53.1131132421	30.3632714962	46.9794585274	9944.5155217713
228636_at	71.7731463921	250.1801055957	97.9791758355	8870.3647244014
228737_at	8.574360721	4129.7068873239	5.0128355833	493.4340956819
228758_at	19.601241355	15.1576024533	675.8794577865	32.4615553922
229147_at	10.7407754488	67.0456641317	4076.7650449821	8.4639460227
229159_at	1.755544353	1.5279078438	3.3416973939	1254.3104705337
229309_at	22.6304370508	209.4387980889	31.9957280919	3390.9873985722
229552_at	7.467179541	6.1592714267	233.1779487127	9.5122732555
229580_at	5.1573017252	10.0692759283	6.3257986021	789.3797591433
229598_at	6.3353598772	2.6361041446	156.258013199	2.6017100501
229638_at	13534.3688263013	35.5228582107	7.0733523826	9808.0301464665
229973_at	8.3844986485	5211.5502352688	5.2893351616	303.8487263308
230135_at	1192.2885270684	17.2588873624	21.2863537276	44.7806560937
230193_at	12.9790285484	19.0286388977	1406.7632834863	16.5640910052
230218_at	113.1098097584	1266.7043857856	12.5386886188	11.8726129106
230233_at	28.4483185945	18.3959232522	932.5947391619	18.6158776368
230493_at	1478.225118515	34.2415189217	46.0749511901	40.2386141409
230550_at	41.7753296115	6.8403587992	29.5804572827	1893.8538305089
230624_at	79.6802532007	20.4070813683	770.9936754921	13.127521043
230625_s_at	11.401249711	1462.1361102228	20.7040361352	36.7821580764
230650_at	7.0785891891	811.0080486659	24.0342147123	57.8595868027
230673_at	3.4272094545	873.5377661733	508.3158710255	5.3732255362
230788_at	7.4941091508	289.0110701301	2216.5869469029	13.8611224579
230876_at	11.374984499	246.4454293008	7.690229828	10.9476807872
230900_at	9.8161907408	39.1505542252	290.9093847287	7.4355486823
230958_s_at	13.7187698846	11.2055231796	483.4738620375	65.5041589304
231040_at	840.3892259039	69.380526286	3.4403504246	38.7704554288
231093_at	84.9716279758	69.8390097811	4777.2285015237	120.0642349137
231120_x_at	2.709431236	2.8116001482	3.5178511279	878.0788542034
231131_at	16.0679317493	3329.1343354738	13.0576217448	142.3470439344
231175_at	463.7284852082	18.16383033	1.2611987021	23.0143285268
231219_at	307.293715268	7.2617976617	4.5888831384	7.5139648078
231307_at	5.0289970963	431.8389610094	3.2472439163	4.8735704006
231442_at	7.3065188831	20.6367096646	338.1824462288	13.0036931024
231786_at	52.5665457812	4.2057858157	3.9268924245	719.5719904222
231798_at	396.6536223239	27.835182847	3.0388627419	10.6999726109
231804_at	4.6587308977	6.1664238629	7.3360648267	927.7545881296
231841_s_at	16.2786355227	5.512693957	6.1664238629	494.7695183246
231935_at	1243.6931837203	19.1657798411	30.0470060034	22.9104192271
232080_at	39.6366247199	2453.8300108681	331.6703359105	112.465024496
232231_at	194.9453118537	19.4990765304	10.2201854638	3821.0300132867
232232_s_at	39.2886549265	23.4104101081	20.8337890901	3128.3795801164
232234_at	1364.989382946	26.803543084	26.4766153358	82.8469039968
232618_at	5.0906917209	4.8556008931	418.9841772372	260.803401791
232739_at	17.0542672012	26.8860613436	792.8498326916	20.0760587843
232752_at	656.8344386099	6.0899705241	4.1380511128	44.9242901869
233500_x_at	12.7652722107	85.7116747309	2543.9671028768	15.1505919659
233512_at	7.6035238146	422.6643858355	6.3909845825	11.2409117329
233587_s_at	1263.9819054114	16.9013459563	19.0306684184	111.2355340738
233814_at	15.826658257	1862.9234563062	8.8617101215	116.826970412
234307_s_at	482.6150632473	13.1513691453	8.4472124626	9.1682352605
234994_at	23.2127224201	2613.2864735033	21.3314105089	79.8312674078
235059_at	69.4662768163	6.7531907347	828.403981646	6.306267035
235275_at	139.1436535428	173.9608207552	167.105136847	16176.1380128163
235383_at	4770.7901360221	20.3260236883	37.476642165	18.4573885772
235385_at	14.2122695036	4.1885313506	331.3244348783	3.2142225837
235400_at	5.2774352598	720.6474751937	4739.3781461519	14.4579957249
235401_s_at	17.6242824187	520.7536276726	5316.4661593457	28.0243677613
235522_at	13.1869262376	27.6386755044	439.9792692707	9.4601362566
235549_at	59.5443372751	8.1602001113	513.6839533384	10.4360649791
235557_at	7.6872351919	10.3813325721	514.2428851751	10.489939855
235574_at	7.5959250206	303.4010671494	7.2513851401	5.4079118503
235593_at	9.7550905014	3.8616302532	58.2743849926	1088.3417208903
235638_at	37.8432458345	49.0852868768	2282.4715357153	47.481681398
236191_at	72.3315548192	10.4455045807	1088.817762708	265.7044669021
236280_at	5.8730991022	3906.5844562573	435.8751264537	10.0076591946
236351_at	3165.2806138307	24.0475569502	58.449421578	43.6978932531
236632_at	6521.0971804323	27.8066471636	28.0483837059	98.2004713282
236681_at	2432.7996366974	37.8963561854	85.876155253	91.6574147788
237265_at	11.4401065161	8.3952819758	12.3667971631	1630.7974483604
237466_s_at	801.2290498449	8.2826820946	6.5674285351	13.7226681896
238206_at	18.8227954515	6.0380006037	8.7654701775	1031.7083700122
238365_s_at	6.3045190741	6.7578928047	86.5240043133	3989.2951320459
238605_at	22.4668482057	1627.2105110499	16.854393581	20.8212105673
238674_at	53.498945359	16.8135312927	750.231280782	18.6218779562
238692_at	389.3117582557	16.3110715862	8.7004080099	12.661937387
239012_at	63.0692280518	48.9968458646	2165.9028282459	61.5544195212
239108_at	32.3501085207	5.4634237004	8.7986786101	1266.3711561712
239178_at	379.1329259964	2.6683240749	15.8115940383	1.1952690147
239292_at	7.1383661534	7.5429085685	242.9342508562	4.4209956968
239481_at	163.9258741517	4030.956002956	67.6308922053	253.9762623504
239503_at	5.8205707331	18.613414857	3.4359018382	747.1109353564
239913_at	2.8927835622	2.7065738667	14.7073242506	1232.9480261821
240915_at	25.5842971037	87.0402265121	1728.3411846788	51.4270706051
241365_at	799.8287949058	2.2879767074	2.0604337007	1891.3039965985
242277_at	11.5707123898	6.5166705093	5.2239086084	1001.3074280892
242301_at	171.6411047041	3612.742194014	146.772058173	184.68449728
242334_at	7.2166599579	10.9284093016	1486.8865588053	16.998881648
242520_s_at	3.1179531516	1.6131963746	5.9766068182	2305.9657076435
243110_x_at	641.7102904031	2.2117674092	2.3292068545	2.3092006875
243753_at	49.9916156329	1732.3873481562	39.6241411549	112.7237365796
243756_at	7.6493007603	4.0081916818	6.1711080448	695.5282285775
244040_at	15.3082648869	56.0517505624	1406.2856294725	18.2520008652
244413_at	38.7028914108	13.9538735889	2127.0496851411	25.5359471286
244644_at	57.4291668852	6315.3897555287	47.6451081003	244.4854819408
244887_at	7.3123545135	27.7299334177	1249.7498454198	49.2166591174
31874_at	2293.906245825	6.8814959226	4.5604249537	239.2132042932
33767_at	31.4087858754	9.1861540648	30.315772277	1404.2545360846
34210_at	106.3302895831	15.0062745433	6685.3216460651	225.5964228529
39248_at	3546.3516021966	29.2682116443	40.3248079243	436.9421437541
39318_at	95.0609817694	87.9076756263	10245.5697932648	109.7849163499
40284_at	32.0677462274	880.6193808733	11.7800416058	10.0461666043
